"","mkt","2008-01-01","2008-01-08","2008-01-15","2008-01-22","2008-01-29","2008-02-05","2008-02-12","2008-02-19","2008-02-26","2008-03-04","2008-03-11","2008-03-18","2008-03-25","2008-04-01","2008-04-08","2008-04-15","2008-04-22","2008-04-29","2008-05-06","2008-05-13","2008-05-20","2008-05-25","2008-06-03","2008-06-10","2008-06-17","2008-06-24","2008-07-01","2008-07-08","2008-07-15","2008-07-22","2008-07-29","2008-08-05","2008-08-12","2008-08-19","2008-08-26","2008-09-02","2008-09-09","2008-09-16","2008-09-23","2008-09-30","2008-10-07","2008-10-14","2008-10-21","2008-10-28","2008-11-04","2008-11-11","2008-11-18","2008-11-25","2008-12-02","2008-12-09","2008-12-16","2008-12-23","2008-12-30","2009-01-06","2009-01-13","2009-01-20","2009-01-27","2009-02-03","2009-02-10","2009-02-17","2009-02-24","2009-03-03","2009-03-10","2009-03-17","2009-03-24","2009-03-31","2009-04-07","2009-04-14","2009-04-21","2009-04-26","2009-05-05","2009-05-12","2009-05-19","2009-05-26","2009-06-03","2009-06-10","2009-06-17","2009-06-24","2009-06-30","2009-07-07","2009-07-14","2009-07-21","2009-07-28","2009-08-04","2009-08-11","2009-08-18","2009-08-25","2009-09-01","2009-09-08","2009-09-15","2009-09-22","2009-09-29","2009-10-06","2009-10-13","2009-10-20","2009-10-27","2009-11-03","2009-11-10","2009-11-17","2009-11-24","2009-12-01","2009-12-08","2009-12-13","2009-12-20","2009-12-27","2010-01-05","2010-01-12","2010-01-19","2010-01-26","2010-02-02","2010-02-09","2010-02-16","2010-02-23","2010-03-02","2010-03-09","2010-03-16","2010-03-23","2010-03-30","2010-04-06","2010-04-13","2010-04-20","2010-04-25","2010-05-04","2010-05-11","2010-05-18","2010-05-25","2010-06-01","2010-06-08","2010-06-15","2010-06-22","2010-06-29","2010-07-06","2010-07-13","2010-07-20","2010-07-27","2010-08-03","2010-08-10","2010-08-17","2010-08-24","2010-08-31","2010-09-07","2010-09-14","2010-09-21","2010-09-26","2010-10-05","2010-10-12","2010-10-19","2010-10-26","2010-11-02","2010-11-09","2010-11-16","2010-11-23","2010-11-30","2010-12-07","2010-12-14","2010-09-19","2010-12-28","2011-01-04","2011-01-11","2011-01-18","2011-01-25","2011-02-01","2011-02-08","2011-02-15","2011-02-22","2011-02-27","2011-03-06","2011-03-13","2011-03-20","2011-03-27","2011-04-05","2011-04-12","2011-04-19","2011-04-26","2015-11-29","2015-12-06","2015-12-13","2015-12-20","2015-12-27","2015-11-01","2015-11-08","2015-11-15","2015-11-22","2016-04-03","2016-04-10","2016-04-17","2016-04-24","2016-01-31","2016-02-07","2016-02-14","2016-02-21","2016-01-03","2016-01-10","2016-01-17","2016-01-24","2016-07-03","2016-07-10","2016-07-17","2016-07-24","2016-05-29","2016-06-05","2016-06-12","2016-06-19","2016-06-26","2016-02-28","2016-03-06","2016-03-13","2016-03-20","2016-03-27","2016-05-01","2016-05-08","2016-05-15","2016-05-22","2016-07-31","2016-08-07","2016-08-14","2016-08-21","2016-10-02","2016-10-09","2016-10-16","2016-09-04","2016-09-11","2016-09-18","2016-12-04","2016-12-11","2016-12-18","2016-12-25","2017-04-02","2017-04-09","2017-04-16","2017-01-29","2017-02-05","2017-02-12","2017-02-19","2017-01-01","2017-01-08","2017-01-15","2017-01-22","2017-02-26","2017-03-05","2017-03-12","2017-03-19","2017-04-30","2017-05-07","2017-05-14","2017-05-21"
"64","LUCHENZA","120.00","120.00","120.00","120.00","120.00",NA,"120.00","19","100.00","100.00","100.00","136.67","136.67","130.00","130.00","140.00","140.00","140.00","140.00","140.00","140.00",NA,NA,"140.00",NA,NA,"125.00","135.00","135.00","145.00","145.00","160.00","160.00","160.00","170.00",NA,NA,NA,"175.00","175.00","160.00","180.00","185.00","185.00","185.00","185.00","183.33","190.00","200.00","205.00","206.67","203.33",NA,NA,NA,NA,"204.44","217.78","217.78","211.11","211.11",NA,NA,NA,"191.11","191.11","166.11","14","21",NA,"183.33","188.46","170.00","182.12",NA,"166.43","154.98","166.85","171.05","152.42","148.16","162.08","173.02",NA,"152.46","158.21","156.09",NA,"156.67","157.78","155.56","162.39","154.28","153.36","154.99",NA,"156.78","158.99","149.00","148.36","152.21",NA,NA,NA,NA,"143.33",NA,"150.17","153.33","158.94","161.14","165.28","172.67","175.00","176.34",NA,"173.64",NA,"186.20","186.41","195.53",NA,"177.43","178.54","174.14","176.52","162.54",NA,"15",NA,"156.68",NA,NA,NA,NA,NA,NA,"146.15","148.50","146.67",NA,"147.67","147.16",NA,NA,"155.41","156.01",NA,"166.57",NA,"11","166.67",NA,"166.14","165.23",NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"491.56","484.72","491.30","491.30",NA,"462.93","11","486.67","488.67",NA,NA,NA,NA,NA,NA,NA,NA,"497.18","526.67","532.86",NA,NA,NA,NA,"24",NA,NA,NA,NA,NA,"554.23","568.45","572.80","581.27","586.16","596.36",NA,"596.03","586.32",NA,NA,NA,"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22",NA,NA,NA,NA,NA,NA,"801.57","782.08"
"65","MIGOWI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","25",NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"24",NA,NA,"15",NA,NA,NA,"12","19",NA,NA,NA,NA,NA,"30","10",NA,NA,"10",NA,NA,NA,"25",NA,NA,"12",NA,NA,NA,NA,NA,"27",NA,NA,NA,"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",NA,NA,NA,"10","17",NA,"30",NA,NA,"21",NA,NA,"11",NA,NA,NA,NA,NA,"22",NA,"10","133.00"," 95.00",NA,"11","109.14","100.00","100.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123.56","120.72",NA,NA,NA,NA,NA,NA,NA,NA,"25",NA,NA,NA,NA,"29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19","10",NA,"150.31","11",NA,"30","12","14",NA,"12",NA,NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","12",NA,NA,"11",NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","PHALOMBE"," 78.85"," 79.84"," 83.67"," 80.24",NA,NA," 86.59"," 98.67"," 99.58","101.24","105.96","18","25","110.56","116.78","115.49","118.54","115.19","112.82","13","112.64",NA,NA,NA,"110.68","112.87","117.89","118.36","120.36","130.56","134.82","130.64","129.82",NA,NA,"136.34","140.63",NA,NA,"146.28","139.72","144.98","10","145.99",NA,"149.68","149.76","159.62","158.86","160.48",NA,NA,NA,NA,NA,"187.59","196.78","187.65","154.31","17","24","159.31",NA,"150.28","167.64","159.08","157.94","154.86","21",NA,NA,"114.72","121.94",NA,"102.67",NA,"103.89","100.15","100.68","102.31","100.54","101.88","28","103.62","105.98","106.78","108.47",NA,"108.47","110.87","22","29","112.64","118.76","120.87",NA,"120.89","119.64","118.64","120.89","120.97","118.64",NA,NA,NA,"119.67","122.76","120.83","110.97","120.87","119.74","119.75","118.64","120.16","118.39","130.39",NA,"120.67",NA,NA,NA,NA,"115.89","114.36","112.58","25",NA,"106.58","15","100.89","100.35","110.62",NA,"120.63","118.87","120.16",NA,"100.28","100.08",NA,NA,NA,"106.47",NA,"10","100.96","19",NA,NA,"225.95","102.50","100.47",NA,"12","14",NA,"12",NA,"121.47","121.36","120.65",NA,"120.15","120.67","120.38",NA,NA,NA,NA,NA,"145.87","150.47","151.58","155.40",NA,NA,"13",NA,NA,"450.00","450.00","450.00","450.00","670.00","650.00","700.00","750.00",NA,NA,NA,NA,NA,NA,"500.00",NA,NA,"650.55",NA,"700.00","670.00","700.00","680.25",NA,"680.55","500.00","550.60","600.00","550.60",NA,"670.00","700.00","690.00",NA,"750.00","750.00",NA,"21","800.00","700.00","800.00",NA,"700.00","800.00",NA,NA,NA,NA,"650.00","600.00","600.00","700.00","715.90","720.00","700.00","755.80","750.00","765.25","700.00",NA,"650.00","625.00","625.00","600.00","600.00","600.00","600.00"
"67","MULOZA",NA,NA," 83.33"," 85.00",NA," 89.44"," 89.44"," 91.67"," 83.33"," 91.67","135.00","140.00","140.00","140.00","140.00","143.33","140.00","135.00","138.89","106.67","108.89",NA,NA,NA,"120.00","24","116.67","123.33","120.00",NA,"156.67","151.11","140.00","130.00",NA,"150.00","167.57","167.57","160.00","30","163.33","156.67","169.14",NA,NA,"156.67","151.23","171.12","183.33","185.49",NA,NA,NA,NA,NA,NA,"188.89","184.44","193.33","192.22","190.56",NA,"172.22","183.16","163.13","165.98","174.44","131.96","188.89",NA,"123.33","120.18","123.33",NA,NA,"112.39","104.44","102.39","103.33","101.11","105.27","108.76","113.71","110.21","105.16","114.72","119.37","117.31",NA,"118.64","122.67","106.67","123.18","127.47","122.32","130.19","132.25","135.11","129.80","131.62","139.19","139.48",NA,NA,NA,"125.16","137.19","132.28","131.75","139.02","142.27","163.23","155.26","167.61","152.52","142.50","137.28","135.94","132.23",NA,NA,NA,"140.99","145.16","145.16","129.55","125.69","123.13","123.13","119.15","109.27","110.39","110.39","123.49","102.76",NA,NA,NA,NA,"127.63","132.49",NA,"134.65",NA,"155.67","129.63","125.40",NA,"149.19","143.73","11",NA,"146.09",NA,"125.62",NA,NA,"117.31",NA,"18",NA,NA,NA,"117.15","110.09",NA,NA,NA,NA,NA,"152.27","158.89","156.57","155.56","11","483.64","500.00",NA,NA,NA,"11",NA,"11",NA,NA,NA,"24",NA,NA,NA,NA,"503.98","503.12","500.71","499.16",NA,NA,NA,"461.21",NA,NA,NA,NA,NA,NA,NA,NA,"20",NA,"675.56","682.48","698.23","695.88",NA,NA,NA,"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","CHIKWAWA",NA,NA,"104.02","104.02","104.36","125.33",NA,"124.16","125.21","125.42","124.65",NA,"25",NA,NA,"124.64","124.64","125.02","124.60","125.00","124.84",NA,NA,"127.06","158.82","150.00","150.00","150.00","150.07","150.00","150.00","150.00",NA,"150.00",NA,"180.00","180.00","180.06","181.28","182.03",NA,"181.78","180.18",NA,"180.65",NA,"180.00","180.00","12","12",NA,NA,NA,NA,"181.08","205.00","205.00","205.00","202.50","205.00","205.00","205.00","205.00","205.00",NA,"205.00",NA,"194.38",NA,NA,"175.00","175.00","175.00",NA,"161.05","160.15",NA,NA,"126.59","142.94","158.82","157.19","156.84","153.74","154.16","148.24",NA,"155.56",NA,"155.08","153.86","152.97",NA,"152.70","165.00","168.49",NA,"156.53","155.27","11","12",NA,NA,NA,NA,NA,NA,"188.78","188.45",NA,"188.54","188.82","188.65","189.02",NA,"188.78","190.91","30","190.88","191.00","192.06",NA,"188.76","11","188.45","189.00",NA,NA,"174.25","172.98","29",NA,NA,NA,NA,NA,NA,NA,NA,"141.57","142.28","142.20","143.05",NA,"141.56",NA,NA,NA,NA,NA,"188.76","189.12","186.67","188.54","189.12",NA,"12","155.56","190.28",NA,"193.12",NA,NA,NA,"191.74",NA,NA,NA,NA,NA,NA,NA,"19",NA,"11",NA,NA,NA,NA,NA,NA,NA,"11",NA,NA,NA,"24",NA,NA,NA,NA,NA,NA,NA,NA,"450.01","445.64","436.67","456.67",NA,NA,NA,NA,NA,"28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,"400.00"
"69","NGABU",NA,NA,NA,"110.00","100.00",NA,"100.00","100.00","100.00","110.00","100.00","100.00","100.00","100.00"," 95.00"," 90.00"," 90.00"," 90.00","100.00","120.00","130.00",NA,"120.00","120.00","130.00","140.00",NA,"140.00","140.00","150.00","160.00","150.00","137.14","140.00",NA,"156.79","175.92","181.28","200.31","110.96","197.22","180.85","175.53","176.47","187.06","195.79","169.49","173.14",NA,"177.78",NA,"197.72","186.32","191.07","201.46","200.00","196.72","203.39",NA,"178.57","186.04",NA,NA,NA,NA,"183.46","167.05","167.05",NA,NA,"155.00","150.48","150.48",NA,NA,"122.78","122.78","101.44","30"," 85.00"," 85.00"," 97.86","100.00","100.00","105.56","107.58",NA,NA,NA,NA,"22",NA,"10",NA,"10",NA,"169.43","177.49","177.49","180.63","170.46",NA,NA,NA,NA,"133.79",NA,"19",NA,NA,NA,NA,"148.74",NA,NA,NA,NA,"116.74","125.92","125.92",NA,NA,NA,"121.39","121.39","137.28","140.82",NA,NA,NA,NA,NA,NA,NA,"27","162.53",NA,NA,NA,"173.18","170.00",NA,"168.75",NA,NA,"171.82","10","10",NA,NA,NA,NA,NA,NA,NA,NA,"175.92",NA,NA,"18","25",NA,NA,NA,"158.82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"171.22",NA,NA,NA,"382.62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"402.03",NA,"416.72",NA,NA,NA,NA,"461.20",NA,NA,NA,NA,NA,"466.67","479.98","506.46","535.56",NA,NA,NA,NA,NA,"457.25","463.38",NA,NA,NA,"10",NA,"473.33","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","NCHALO",NA,NA,NA,"157.50",NA,"157.50","167.50","157.50","157.50","160.00","142.50","150.00","150.00","150.00","150.00","150.00","142.00","150.00","150.00","150.00","150.00",NA,"175.00","175.00","175.00","175.00","175.00","175.00","175.00","175.00",NA,"140.00","140.00","140.00","140.00","140.00",NA,"140.00","140.00",NA,NA,"175.00","175.00","245.00","245.00","245.00",NA,"248.00","245.00",NA,NA,NA,NA,"262.50","262.00","262.50","290.00","287.85","290.89",NA,"255.89","254.00","254.53","254.82","254.82","254.82",NA,"253.75","216.42",NA,"183.33","185.42","179.17","176.00","183.33","165.00","17","149.17","157.50","165.42","157.50","166.25","157.50","166.25","166.25","157.50",NA,NA,NA,NA,NA,NA,"180.00","180.00","190.00","200.00","190.00",NA,"200.00","210.00","200.00","200.00",NA,NA,NA,NA,NA,"220.00",NA,"220.00","230.00","225.00","236.25","230.77","227.85","227.85","216.46",NA,"227.85",NA,"227.87",NA,"227.95","230.77","202.53","192.41","168.35","177.22",NA,"151.90","168.35",NA,NA,NA,NA,NA,NA,NA,NA,"177.22","151.90",NA,"144.30",NA,NA,"192.41","105.85","10",NA,"181.62",NA,NA,NA,"202.53","215.38",NA,"184.62",NA,"202.53","253.16","269.23","272.73",NA,"256.41","278.48",NA,NA,NA,NA,NA,NA,NA,"262.50",NA,NA,NA,"168.89",NA,NA,NA,"11","381.01","384.81",NA,NA,NA,NA,NA,NA,NA,NA,NA,"382.93","418.02",NA,"461.78","458.89","444.44","456.67",NA,NA,NA,NA,NA,"480.03","511.11","532.20","552.24",NA,NA,NA,NA,NA,"461.62","464.24",NA,NA,NA,"10",NA,"472.74","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","BANGULA","106.25","157.50","106.25","106.25",NA,"127.50","127.50","127.50",NA,"118.33","118.33","115.00","115.00","127.50","127.50","125.05","118.38","118.38","118.38","100.00","106.67",NA,NA,"120.00","136.67","140.00","140.00","140.00","133.33","160.00","160.00","160.00",NA,"160.00","162.16","160.75","180.81","180.30","160.75","180.00","180.00",NA,"200.00","200.00","200.00","193.33","200.00","200.00","200.00","200.00","200.00","200.00",NA,"200.90","201.80","202.70","200.90","200.00","200.00","201.80","200.00",NA,"200.00","200.00","200.00",NA,"200.00","200.00","200.00",NA,"200.00","200.00","200.00","153.33","140.00","140.00","126.67","120.00","160.00","160.72","160.00","146.67","140.00","140.00","140.00","140.00",NA,NA,NA,NA,NA,NA,"10",NA,"156.67","105.67","160.00","160.00","160.00","159.30","157.89",NA,NA,NA,NA,"158.59","150.00","160.00","170.67",NA,"229.73",NA,"213.33","312.50","208.33","226.67","208.33",NA,NA,"226.67",NA,NA,NA,"226.67","226.67",NA,"226.67","180.00",NA,"188.89","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"160.00","160.00",NA,NA,"163.33",NA,"10",NA,"232.73","160.00","173.33",NA,NA,"159.30",NA,"107.81",NA,"167.89","167.89","159.30","180.00","180.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"493.92","533.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"650.00",NA,"28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"792.63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","NSANJE","100.00","100.00","100.00","100.00","100.00","100.00",NA,NA,"120.00","120.00","120.00","120.00","140.00","140.00","120.00","120.00","100.00","100.00"," 93.33","100.00","100.00",NA,NA,"120.00","120.00","113.00","113.33","133.33","133.33","160.00","160.00","160.00","160.00","160.00","166.66","166.66","180.00","180.00","152.50","160.00",NA,"173.33","180.00","180.00","200.00","200.00","200.00","200.00","200.00","200.00","220.00",NA,NA,"220.00","213.33","206.67","200.00","200.00","206.67","206.67","200.00","200.00","200.00","200.00","200.00","200.00","200.00","200.00","200.00",NA,"200.00","186.67","173.33","146.67","146.67","101.89"," 94.94"," 88.75","122.26","102.53"," 97.36","110.06","113.68","123.22","110.94","116.82",NA,NA,NA,NA,NA,NA,"134.77","135.30","108.00","100.00","112.94","115.13","120.77","118.45","127.74","125.42",NA,NA,NA,"126.36","123.97","148.24","150.20","151.20","158.40","151.20","161.20","170.40","169.27","169.27","164.50","162.12","159.74","156.00","146.40",NA,"129.60","116.75","111.27"," 99.60","115.45",NA,NA,NA," 94.90",NA," 93.22"," 98.12","27","102.28"," 95.37","103.58",NA,"118.83","108.59","112.84",NA,NA,"113.99","119.67","126.33","132.56","259.21","247.40",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","25","156.10","127.63","149.01","144.23",NA,NA,NA,NA,NA,"127.43","120.40",NA,NA,"11",NA,NA,NA,NA,"501.39","497.78","555.56","566.63","645.58","645.16","606.45","597.88","610.58","618.49","696.63","707.87","605.89","604.20","612.77","601.67","629.83","651.93","662.98","674.03","521.55","510.50","552.49","585.64",NA,"709.86","714.89","716.93","711.86","708.86","591.78","561.98","561.98","528.93","674.03","676.24","674.03","675.90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"837.78","830.00","816.67","835.83","840.56","852.36","858.75","814.72","820.56","830.56","831.39",NA,"852.04","855.09","850.21","742.70","712.04","683.21","632.01"
"73","CHILINGA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA,"29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,"19",NA,NA,NA,NA,"23",NA,NA,NA,NA,"30",NA,NA,NA,NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11",NA,NA,NA,NA,"360.00","365.00","365.00","365.00","500.00","550.00","600.00","600.00",NA,NA,NA,NA,NA,NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"560.00","560.00","500.00","600.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"600.00","616.67","616.67",NA,NA,NA,NA,NA,NA,NA,"475.00","450.00","425.00","640.00","640.00","640.00","640.00",NA,NA,NA,NA,"575.00","550.00","550.00","550.00","350.00","350.00","325.00","300.00"
