case_id,clust_num,clust,district,reside,hhsize,hh_a10a,month,year,dist_road,dist_admarc,dist_agmrkt,popdensity,fsrad3_agpct,elevation,srtm_mwi_5_15,nutri_avail,nutri_retention,LAT_DD_MOD,LON_DD_MOD,RCSI,HDDS,FCS,Refrigerator,Radio,Television,Bicycle,Motorcycle,Car,cells_own,cell_cost,hh_age,hh_gender,LT_15,GT_64,floor_cement,floor_dirt_sand_dung,floor_tile,roof_natural,roof_iron,roof_other,region,cell_phone,panelweight,qx_type,TA,fnid,yearmo,flood_maxprecip,L12day1rain,L12maxdays,L12rain_cytot,ipczone_thinn,ipczone_lag_thinn,ipczone_price,ipczone_lag_price,ipc2,ipc_lag1,ipc_lag12,near_mkt,near_dist,mkt_thinness,Lmkt_thinn,price,lnprice_impu,Lprice,Llnprice_impu,case_id_num,percent_ag,asset_index2,logFCS,roof,nutri_reten1,nutri_reten2,nutri_reten3,nutri_reten4,nutri_reten5,nutri_avail1,nutri_avail2,nutri_avail3,nutri_avail4,nutri_avail5,nutri_reten_constrained,nutri_avail_constrained,ipczone,ipczone_floodmax,ipczone_floor,ipczone_roof,ipczone_cell,ipczone_hhsize,ipczone_hh_age,ipczone_hh_gender,ipczone_asset,ipczone_dist_road,ipczone_dist_admarc,ipczone_percent_ag,ipczone_nutri_reten_constrained,ipczone_nutri_avail_constrained,ipczone_elevation,ipczone_cells_own,TA_floodmax,TA_floor,TA_roof,TA_cell,TA_hhsize,TA_hh_age,TA_hh_gender,TA_asset,TA_dist_road,TA_dist_admarc,TA_percent_ag,TA_nutri_reten_constrained,TA_nutri_avail_constrained,TA_elevation,TA_cells_own,clust_floodmax,clust_floor,clust_roof,clust_cell,clust_hhsize,clust_hh_age,clust_hh_gender,clust_asset,clust_dist_road,clust_dist_admarc,clust_percent_ag,clust_nutri_reten_constrained,clust_nutri_avail_constrained,clust_elevation,clust_cells_own,TA_lag_price,TA_lag_thinn,TA_price,TA_thinn,clust_lag_price,clust_lag_thinn,clust_price,clust_thinn,ipczone_L12raincytot,ipczone_L12day1rain,ipczone_L12maxdays,clust_L12raincytot,clust_L12day1rain,clust_L12maxdays,TA_L12raincytot,TA_L12day1rain,TA_L12maxdays,clust_logFCS,clust_RCSI,clust_HDDS,clust1,clust2,clust3,clust4,clust5,clust6,clust7,clust8,clust9,clust10,clust11,clust12,clust13,clust14,clust15,clust16,clust17,clust18,clust19,clust20,clust21,clust22,clust23,clust24,clust25,clust26,clust27,clust28,clust29,clust30,clust31,clust32,clust33,clust34,clust35,clust36,clust37,clust38,clust39,clust40,clust41,clust42,clust43,clust44,clust45,clust46,clust47,clust48,clust49,clust50,clust51,clust52,clust53,clust54,clust55,clust56,clust57,clust58,clust59,clust60,clust61,clust62,clust63,clust64,clust65,clust66,clust67,clust68,clust69,clust70,clust71,clust72,clust73,clust74,clust75,clust76,clust77,clust78,clust79,clust80,clust81,clust82,clust83,clust84,clust85,clust86,clust87,clust88,clust89,clust90,clust91,clust92,clust93,clust94,clust95,clust96,clust97,clust98,clust99,clust100,clust101,clust102,clust103,clust104,clust105,clust106,clust107,clust108,clust109,clust110,clust111,clust112,clust113,clust114,clust115,clust116,clust117,clust118,clust119,clust120,clust121,clust122,clust123,clust124,clust125,clust126,clust127,clust128,clust129,clust130,clust131,clust132,clust133,clust134,clust135,clust136,clust137,clust138,clust139,clust140,clust141,clust142,clust143,clust144,clust145,clust146,clust147,clust148,clust149,clust150,clust151,clust152,clust153,clust154,clust155,clust156,clust157,clust158,clust159,clust160,clust161,clust162,clust163,clust164,clust165,clust166,clust167,clust168,clust169,clust170,clust171,clust172,clust173,clust174,clust175,clust176,clust177,clust178,clust179,clust180,clust181,clust182,clust183,clust184,clust185,clust186,clust187,clust188,clust189,clust190,clust191,clust192,clust193,clust194,clust195,clust196,clust197,clust198,clust199,clust200,clust201,clust202,clust203,clust204,month4,month5,month6,month7
1738-001,21055241,21055241,Lilongwe City,urban,3,55,MAY,2013,4,8,12,3000-5000,8,1140,High-altitude Plains,No or Slight Constraint,No or Slight Constraint,-13.8758,33.7599,7,7,54,1,1,1,0,0,0,3,1500,73,2,0,1,1,0,0,0,1,0,2,1,579.1283,PANEL B,CHITUKULA,MW2012C3020603,201305,0,32,13,957.92847,.1822817,.48215154,4.4433188,4.6567535,1,1,1,MZUZU,2.4719141,0,0,78.864998,4.3677373,79.25,4.3726072,1738-001,0,3.3234713,3.9889841,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3020603,0,.6982097,.45524296,.48593351,4.8721228,42.37532,1.2159383,-.04127619,6.8772378,6.1023016,.12020461,.15345268,.16624041,1131.4066,.86700767,0,.35294119,.79411763,.83823532,4.7205882,39.132355,1.1323529,.33876511,2.8823528,7.2352943,0,0,0,1084.2646,1.6470588,0,.27272728,.90909094,.95454544,5.318182,41.31818,1.1818181,1.0171081,3.909091,8.363636,.045454547,.045454547,.045454547,1114.0909,2.4545455,4.613163,.36617649,4.4593639,.24233194,4.4609437,.063636363,4.4608111,.11038961,957.92847,32,13,844.46613,33,24,868.49811,34.617645,21.882353,4.1393027,2.8636363,6.409091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1755-001,21055693,21055693,Lilongwe City,urban,5,55,MAY,2013,3,8,11,>5000,10,1140,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,-13.8696,33.7771,0,7,86,1,1,1,1,0,0,3,15000,33,1,3,0,1,0,0,0,1,0,2,1,637.53638,PANEL A,CHITUKULA,MW2012C3020619,201305,0,33,13,906.65155,0,.25466055,4.7003055,4.8675346,1,1,1,MADISI,4.1454644,1,.60000002,66.959999,4.2040954,100,4.6051702,1755-001,0,3.3234708,4.4543471,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3020619,0,.25367647,.81985295,.84558821,5.0698528,40.683823,1.2095588,.61858171,2.9485295,5.4963236,.031617649,.0625,.0625,1060.5883,2.0992646,0,.35294119,.79411763,.83823532,4.7205882,39.132355,1.1323529,.33876511,2.8823528,7.2352943,0,0,0,1084.2646,1.6470588,0,.15789473,.94736844,.78947371,4.1578946,37.36842,1.2631578,.84369665,3.1052632,7.2105265,0,.052631579,.052631579,1100,2.1578948,4.613163,.36617649,4.4593639,.24233194,4.5669527,.68120301,4.3346977,.9868421,906.65155,33,13,844.46613,33,24,868.49811,34.617645,21.882353,4.1048226,1.6842105,6.4210525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1795-001,21074510,21074510,Lilongwe City,urban,9,74,MAY,2013,4,7,7,>5000,0,1030,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,-13.9491,33.8099,0,6,40,0,0,0,0,0,0,1,1500,58,1,5,0,0,1,0,0,1,0,2,1,774.50916,PANEL A,KAUMA,MW2012C3020619,201305,0,33,13,906.65155,0,.25466055,4.7003055,4.8675346,1,1,1,LILONGWE,4.7523985,0,.25,63.215,4.1465416,87.315002,4.4695225,1795-001,0,-.30081591,3.6888795,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3020619,0,.25367647,.81985295,.84558821,5.0698528,40.683823,1.2095588,.61858171,2.9485295,5.4963236,.031617649,.0625,.0625,1060.5883,2.0992646,0,1,1,1,9,58,1,-.30081591,4,7,0,0,0,1030,1,0,.56521738,.56521738,.65217394,4.9565215,38.217392,1.1304348,-.14323732,4.0869565,6.869565,0,.043478262,.043478262,1028.2609,1.0434783,4.4695225,.25,4.1465416,0,4.5307474,.22826087,4.2951527,.043478262,906.65155,33,13,881.22266,33,24,881.22266,33,24,3.8897817,7.652174,5.695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1784-001,21077725,21077725,Lilongwe City,urban,6,77,MAY,2013,4,5,6,>5000,0,1010,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,-13.947822,33.817193,0,7,103,1,1,1,0,0,1,8,20000,43,2,1,0,0,0,1,0,1,0,2,1,238.96379,PANEL B,AREA 12,MW2012C3020619,201305,0,33,13,906.65155,0,.25466055,4.7003055,4.8675346,1,1,1,LILONGWE,4.8210807,0,.25,87.324997,4.4696369,90.449997,4.504797,1784-001,0,3.3234727,4.6347289,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3020619,0,.25367647,.81985295,.84558821,5.0698528,40.683823,1.2095588,.61858171,2.9485295,5.4963236,.031617649,.0625,.0625,1060.5883,2.0992646,0,0,1,1,5.5,44,2,3.3234727,3.5,4.5,0,0,0,1015,5.5,1.5217882,.1,1,1,4.5999999,43.700001,1.2,2.7798295,1.95,3.75,0,.050000001,.050000001,1067.5,4.4000001,4.7232199,.625,4.7056398,.125,4.5697017,.39500001,4.5549684,.12964286,906.65155,33,13,870.65399,33,14,962.53625,43,22.5,4.4301381,.15000001,6.8000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1835-001,21080308,21080308,Lilongwe City,urban,5,80,MAY,2013,2,6,6,2000-3000,0,1060,High-altitude Plains,No or Slight Constraint,No or Slight Constraint,-13.9323,33.7589,5,7,82,0,1,1,1,0,0,1,1300,43,1,3,0,1,0,0,0,1,0,2,1,1321.6055,PANEL A,CHITUKULA,MW2012C3020619,201305,0,33,13,906.65155,0,.25466055,4.7003055,4.8675346,1,1,1,LILONGWE,6.0739937,0,.25,110,4.7004805,130,4.8675346,1835-001,0,-.30081135,4.4067192,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3020619,0,.25367647,.81985295,.84558821,5.0698528,40.683823,1.2095588,.61858171,2.9485295,5.4963236,.031617649,.0625,.0625,1060.5883,2.0992646,0,.35294119,.79411763,.83823532,4.7205882,39.132355,1.1323529,.33876511,2.8823528,7.2352943,0,0,0,1084.2646,1.6470588,0,.45833334,.66666669,.75,4.5833335,37.625,1.125,.0012090442,3.125,7,0,0,0,1052.9166,1.1666666,4.613163,.36617649,4.4593639,.24233194,4.7867351,.24166667,4.6682029,.26666668,906.65155,33,13,867.16925,33,15,868.49811,34.617645,21.882353,3.8571975,4.125,5.7083335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1828-001,21081573,21081573,Lilongwe City,urban,6,81,MAY,2013,1,9,9,500-1000,2,1090,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,-13.8939,33.7871,4,6,41,0,1,0,0,0,0,1,1000,33,1,3,0,1,0,0,0,1,0,2,1,705.49274,PANEL B,AREA 50,MW2012C3030214,201305,0,50,8,1031.4089,.14408009,.33036396,4.4579105,4.5200901,1,1,1,BALAKA,7.0969706,0,1,110,4.7004805,130,4.8675346,1828-001,0,-.3008166,3.713572,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030214,0,.56790125,.49382716,.65432101,4.8024693,39.950619,1.1975309,.14662705,8.5555553,5.8888888,.012345679,.049382716,.27160493,839.25928,.98765433,0,.375,.75,1,5.375,40.875,1,-.30081499,2,6.75,0,0,0,1082.5,1.75,0,.25,.75,.8125,5.25,40.5625,1.25,-.30081445,1.25,7.8125,.0625,0,0,959.375,1.1875,4.7510104,.625,4.6862593,.175,4.6661611,.5625,4.6248026,.10714286,1031.4089,50,8,851.73236,33,24,909.29858,38,19.375,4.1035881,4.4375,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1888-001,21088597,21088597,Lilongwe City,urban,7,88,MAY,2013,6,6,9,200-300,2,1070,Mid-altitude Plateaus,No or Slight Constraint,No or Slight Constraint,-14.0548,33.7077,7,6,42,0,1,0,0,0,0,2,1000,38,1,4,0,1,0,0,0,1,0,2,1,661.77509,PANEL B,MALILI (AREA 58),MW2012C3020603,201305,0,32,13,957.92847,.1822817,.48215154,4.4433188,4.6567535,1,1,1,LILONGWE,11.369913,0,.25,110,4.7004805,130,4.8675346,1888-001,0,-.3008166,3.7376697,1,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3020603,0,.6982097,.45524296,.48593351,4.8721228,42.37532,1.2159383,-.04127619,6.8772378,6.1023016,.12020461,.15345268,.16624041,1131.4066,.86700767,0,.5,.5,1,4.5,39,1.25,.60525554,6.5,5.75,0,0,0,1070,2.5,0,.6875,.625,.625,4.9375,41.625,1.25,-.074298143,6.9375,5.3125,.037500001,0,0,1073.125,1.1875,4.8675346,.25,4.7004805,0,4.8675346,.25,4.7004805,0,957.92847,32,13,884.73462,53,14,884.73462,53,14,3.9184604,3.8125,5.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015-001,30103074,30103074,Mangochi,rural,5,3,MAY,2013,14,5,46,50-100,20,540,High-altitude Plains,No or Slight Constraint,No or Slight Constraint,-14.4791,34.8262,0,6,24.5,0,1,0,1,0,0,0,,33,1,3,0,0,1,0,1,0,0,3,0,1133.2697,PANEL A,NANKUMBA,MW2012C3030112,201305,0,53,15,865.8158,.914648,.42587936,4.392314,4.4707122,1,1,1,NAMWERA,6.7090411,1,1,87.4375,4.4709244,87.605003,4.4728379,2015-001,.60000002,-.30081713,3.198673,0,1,0,0,0,0,1,0,0,0,0,0,0,MW2012C3030112,0,.8974359,.21794872,.35897437,5.1666665,42.858974,1.2564102,-.20788588,12.294871,6.9358974,.035897437,.025641026,.025641026,711.41028,.51282054,2.96626,.95454544,.13636364,.31818181,5.5454545,39.772728,1.0454545,-.30081588,12.863636,6.4545455,.07272727,.045454547,.045454547,561.36365,.54545456,2.6858013,1,.21052632,.2631579,5.1578946,37.105263,1,-.30081642,14.684211,6.8421054,.031578947,.052631579,.052631579,556.3158,.2631579,4.5046802,.75454545,4.5307322,.87012988,4.4741931,1,4.4712081,.99248123,865.8158,53,15,827.49933,53,23,895.83148,53.090908,23.954546,3.6246924,4.8421054,4.8421054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1972-001,30104708,30104708,Mangochi,rural,3,4,MAY,2013,4,10,9,100-200,0,970,High-altitude Plains,Moderate Constraint,Moderate Constraint,-14.3252,35.4255,21,6,37,0,0,0,0,0,0,0,,28,2,2,0,0,1,0,1,0,0,3,0,989.99707,PANEL B,JALASI,MW2012C3030114,201305,0,53,23,1019.7313,.56889319,.013502391,4.4488463,4.4916468,1,1,1,MANGOCHI,10.147437,1,0,87.4375,4.4709244,87.605003,4.4728379,1972-001,0,-.30081591,3.6109178,0,0,1,0,0,0,0,1,0,0,0,1,1,MW2012C3030114,0,.83333331,.2361111,.31944445,4.9583335,44.25,1.3611112,-.30081624,13.527778,15.138889,.077777781,.8888889,.90277779,914.58331,.40277779,0,.68421054,.42105263,.36842105,4.6315789,44.052631,1.4210526,-.30081612,2.3157895,9.5789471,.052631579,1,1,998.94739,.42105263,0,.77777779,.33333334,.27777779,4.7222223,45.333332,1.4444444,-.30081642,2.7222223,9.9444447,.055555556,.94444442,.94444442,976.66669,.27777779,4.4913406,.052631579,4.4697409,.96052629,4.4728379,0,4.4709244,1,1019.7313,53,23,891.97662,53,23,893.97986,53.315788,22.842106,3.6686556,7,4.9444447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-001,30105448,30105448,Mangochi,rural,6,5,MAY,2013,9,16,16,100-200,22,780,High-altitude Plains,Moderate Constraint,Moderate Constraint,-14.4717,35.6096,0,5,55,0,1,0,1,0,0,1,500,38,1,4,0,0,1,0,1,0,0,3,1,1100.1777,PANEL B,BWANANYAMBI,MW2012C3030114,201305,0,53,23,1019.7313,.56889319,.013502391,4.4488463,4.4916468,1,1,1,NAMWERA,19.340174,1,1,87.4375,4.4709244,87.605003,4.4728379,2018-001,0,-.30081713,4.0073333,0,0,1,0,0,0,0,1,0,0,0,1,1,MW2012C3030114,0,.83333331,.2361111,.31944445,4.9583335,44.25,1.3611112,-.30081624,13.527778,15.138889,.077777781,.8888889,.90277779,914.58331,.40277779,0,.81818181,.27272728,.27272728,5.090909,43.272728,1.4242424,-.30081618,14.69697,16.575758,.030303031,.84848487,.90909094,791.2121,.27272728,0,.94117647,.17647059,.29411766,5.1176472,49.35294,1.2941177,-.30081642,10.823529,16.352942,.094117649,1,1,825.29413,.29411766,4.6173797,.969697,4.4829049,.98701298,4.4755187,.95294118,4.4855347,1,1019.7313,53,23,912.30731,53,24,988.29358,54.636364,22.272728,3.6704962,7.4705882,4.8235292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2062-001,30109724,30109724,Mangochi,rural,4,9,MAY,2013,21,2,40,100-200,47,500,Mid-altitude Plains,Water,Water,-14.1404,35.2154,16,6,51,0,0,0,0,0,0,0,,68,2,1,1,0,1,0,1,0,0,3,0,1392.8566,PANEL B,S/C NAMABVI,MW2012C3030115,201305,0,32,18,862.97394,.98090762,.16874571,4.4511156,4.4738255,1,1,1,MONKEY BAY,32.869759,.25,.25,89,4.4886365,94.440002,4.5479646,2062-001,0,-.30081591,3.9318256,0,0,0,0,0,1,0,0,0,0,1,0,0,MW2012C3030115,0,.73913044,.30434781,.39130434,4.869565,42.057972,1.2898551,-.24828997,18.753624,9.637681,.057971016,.086956523,.31884059,572.31885,.44927537,0,1,0,.5,4,48,2,-.30081618,19.5,3.5,0,0,0,495,.5,0,.89473683,.2631579,.42105263,5.0526314,42.36842,1.3684211,-.30081615,19.31579,5.2631578,0,.052631579,.052631579,494.73685,.42105263,4.5479646,.25,4.4886365,.25,4.5479646,.25,4.4886365,.25,862.97394,32,18,915.85999,53,24,915.85999,53,24,3.7689302,4.3684211,5.2631578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
