"y2_hhid","FCS","HDDS","rCSI","lat_modified","lon_modified","dist_road","dist_admarc","dist_popcenter","percent_ag","nutri_severe_constraint","nutri_moderate_constraint","nutri_reten_severe_constraint","dummy_terrain_rough","head_age","female_head","head_educated","floor_dirt_sand_dung","cell_phone","number_celphones","roof_not_natural","roof_iron","asset_index"
"2718-001",57,7,0,-16.0204,34.9201,6,6,28,33,0,0,0,0,50,0,0,1,0,0,0,0,-0.345495163361213
"2719-001",55,6,0,-15.6689,35.589,35,8,43,39,0,0,0,0,65,0,0,1,0,0,1,1,-0.0541713049401865
"2719-004",82,8,0,-15.6689,35.589,34,9,43,33,0,0,0,0,19,0,1,1,1,1,0,0,-0.0541713049401865
"2720-002",64,5,6,-16.0204,34.9201,6,6,28,39,0,0,0,0,56,1,0,1,0,0,0,0,-0.937514550464697
"2721-001",34.5,6,0,-16.3153,34.6917,19,14,71,47,0,0,0,0,50,0,0,1,0,0,0,0,-0.0541713049401865
"2722-001",65.5,6,3,-16.0204,34.9201,6,7,28,33,0,0,0,0,37,1,0,1,0,0,0,0,-0.937514550464697
"2722-005",58,6,3,-16.0204,34.9201,8,4,27,41,0,0,0,0,43,0,0,1,0,0,0,0,-0.937514550464697
"2723-001",41,6,7,-16.3153,34.6917,19,14,71,51,0,0,0,0,28,0,0,1,0,0,0,0,-0.937514550464697
"2724-001",35.5,7,6,-16.0204,34.9201,5,7,28,47,0,0,0,0,67,0,0,1,0,0,0,0,-0.345495163361213
"2725-001",26,5,0,-16.3153,34.6917,19,14,71,45,0,0,0,0,37,0,0,1,0,0,0,0,-0.937514550464697
"2726-001",36.5,6,0,-16.3024,35.0298,16,4,57,63,0,0,0,0,46,0,0,1,0,0,0,0,-0.345495163361213
"2727-001",29.5,5,9,-16.3153,34.6917,19,14,71,53,0,0,0,0,35,0,0,1,0,0,0,0,-0.0541713049401865
"2728-003",37,6,0,-16.3024,35.0298,17,3,57,66,0,0,0,0,75,0,0,1,0,0,1,1,-0.937514550464697
"2728-004",54,7,0,-16.3024,35.0298,17,3,57,61,0,0,0,0,22,0,0,1,0,0,0,0,-0.937514550464697
"2729-001",19.5,5,22,-16.3153,34.6917,19,13,70,47,0,0,0,0,39,0,0,1,0,0,0,0,-0.937514550464697
"2730-001",30,6,13,-16.3024,35.0298,17,3,57,60,0,0,0,0,68,0,0,1,0,0,0,0,-0.937514550464697
"2731-001",39,4,11,-16.3153,34.6917,18,12,69,35,0,0,0,0,75,0,0,1,0,0,0,0,-0.937514550464697
"2732-001",50.5,8,11,-16.3024,35.0298,17,3,57,66,0,0,0,0,51,0,0,1,1,1,0,0,-0.0541713049401865
"2733-001",30,3,21,-16.3153,34.6917,19,14,71,45,0,0,0,0,50,0,0,1,0,0,0,0,-0.0541713049401865
"2735-001",33,4,0,-16.3153,34.6917,19,14,71,45,0,0,0,0,28,0,0,1,0,0,0,0,-0.0541713049401865
"2735-004",30,5,0,-16.3153,34.6917,19,13,70,47,0,0,0,0,22,0,1,1,0,0,0,0,-0.0541713049401865
"2736-001",43,7,0,-13.946509,33.644119,8,5,14,22,0,0,0,0,33,0,0,0,0,0,0,0,-0.0541713049401865
"2737-001",43,5,0,-16.3153,34.6917,19,14,71,45,0,0,0,0,48,0,0,1,0,0,0,0,-0.64619069204367
"2738-001",27,4,17,-16.3024,35.0298,16,4,57,67,0,0,0,0,39,0,0,1,0,0,0,0,-0.937514550464697
"2738-005",66.5,7,7,-14.879769,35.713496,53,13,56,28,0,1,0,0,58,0,0,1,1,1,0,0,-0.0541713049401865
"2738-401",54.5,6,0,-16.25722,34.999771,17,6,50,35,0,0,0,0,52,0,0,1,1,1,1,1,-0.0541713049401865
"2739-001",33.5,7,0,-16.3153,34.6917,19,14,71,45,0,0,0,0,35,0,0,1,0,0,0,0,-0.345495163361213
"2740-001",31.5,6,0,-16.3024,35.0298,16,4,57,67,0,0,0,0,29,0,1,1,0,0,0,0,-0.0541713049401865
"2740-003",30,6,20,-16.3024,35.0298,19,1,57,53,0,0,0,0,37,1,0,1,0,0,0,0,-0.937514550464697
"2741-001",71,7,0,-16.3153,34.6917,19,14,71,47,0,0,0,0,39,0,0,1,1,1,1,1,-0.0541713049401865
"2742-001",37.5,7,12,-16.3024,35.0298,17,3,57,61,0,0,0,0,27,0,0,1,0,0,0,0,-0.937514550464697
"2743-001",49.5,5,0,-16.3153,34.6917,19,14,71,45,0,0,0,0,63,0,0,1,0,0,0,0,-0.345495163361213
"2744-001",51,7,10,-16.3024,35.0298,17,3,57,66,0,0,0,0,75,1,0,1,0,0,1,1,-0.937514550464697
"2745-001",15,2,28,-16.3153,34.6917,19,13,70,43,0,0,0,0,68,1,0,1,0,0,0,0,-0.937514550464697
"2745-003",49,6,0,-16.3153,34.6917,18,13,70,35,0,0,0,0,29,0,0,1,0,0,0,0,-0.937514550464697
"2746-001",47.5,6,17,-16.3024,35.0298,16,4,57,74,0,0,0,0,48,0,0,1,0,0,1,1,-0.937514550464697
"2747-001",54,6,0,-16.3153,34.6917,19,13,70,47,0,0,0,0,28,0,0,1,0,0,0,0,-0.64619069204367
"2748-001",25,3,23,-16.3024,35.0298,16,4,57,70,0,0,0,0,57,0,0,1,0,0,0,0,-0.937514550464697
"2749-002",30.5,6,0,-16.3153,34.6917,19,13,70,47,0,0,0,0,61,1,1,1,0,0,0,0,-0.937514550464697
"2750-001",88,8,6,-16.3024,35.0298,17,3,57,60,0,0,0,0,33,0,0,1,1,4,0,0,-0.345495163361213
"2751-001",31,4,0,-16.3153,34.6917,19,13,70,47,0,0,0,0,26,0,0,1,0,0,0,0,-0.0541713049401865
"2752-001",29,6,2,-16.3024,35.0298,15,4,56,62,0,0,0,0,65,1,0,1,0,0,0,0,-0.937514550464697
"2753-001",44,8,17,-16.2669,34.8952,0,2,56,32,0,0,0,0,45,0,0,1,1,1,1,1,-0.0541713049401865
"2754-001",50,7,9,-16.3024,35.0298,16,4,56,59,0,0,0,0,55,0,1,1,0,0,1,1,-0.64619069204367
"2754-004",74,8,4,-16.3024,35.0298,16,4,56,62,0,0,0,0,46,0,0,1,1,1,1,1,0.867790537207027
"2755-001",100,8,0,-15.80475,35.027421,2,4,5,2,0,0,0,0,34,0,1,0,1,3,1,1,3.2891434261671
"2755-002",76,8,0,-15.768194,35.013493,0,7,3,0,0,0,0,0,24,0,1,0,0,0,1,1,3.2891434261671
"2755-003",77,8,6,-16.2669,34.8952,0,1,55,20,0,0,0,0,33,0,1,0,1,2,1,1,-0.64619069204367
"2756-002",48.5,7,0,-16.3024,35.0298,17,3,57,71,0,0,0,0,36,1,0,1,0,0,1,1,-0.0541713049401865
"2757-001",46,7,9,-16.2669,34.8952,1,2,56,20,0,0,0,0,42,0,1,1,0,0,0,0,-0.937514550464697
"2758-001",35.5,5,0,-14.9533,34.9545,5,12,4,6,0,0,0,0,73,1,0,1,0,0,1,1,-0.64619069204367
"2758-002",50,6,0,-14.9533,34.9545,6,13,5,0,0,0,0,0,73,1,0,0,0,0,1,1,-0.937514550464697
"2759-001",54,8,0,-16.2669,34.8952,1,2,56,20,0,0,0,0,44,0,0,0,1,2,1,1,-0.0541713049401865
"2759-003",32.5,5,0,-16.565765,34.917394,6,1,55,0,0,0,0,0,76,1,0,0,0,0,0,0,-0.937514550464697
"2760-001",27.5,3,17,-14.9533,34.9545,5,12,4,4,0,0,0,0,76,1,0,1,0,0,0,0,-0.937514550464697
"2761-001",26,4,15,-16.2669,34.8952,0,2,56,20,0,0,0,0,55,1,0,1,0,0,0,0,-0.937514550464697
"2763-001",36,6,14,-16.2669,34.8952,0,2,56,20,0,0,0,0,59,1,0,1,0,0,0,0,-0.937514550464697
"2764-001",34,6,0,-14.9533,34.9545,4,11,3,6,0,0,0,0,60,1,0,1,0,0,0,0,-0.937514550464697
"2765-001",40.5,8,8,-16.2669,34.8952,0,2,55,20,0,0,0,0,39,0,0,1,0,0,0,0,-0.937514550464697
"2766-001",34,5,3,-14.9533,34.9545,5,12,4,2,0,0,0,0,38,0,0,1,0,0,0,0,-0.64619069204367
"2767-001",37,7,0,-16.2669,34.8952,0,2,55,20,0,0,0,0,38,0,0,1,0,0,1,1,-0.0541713049401865
"2768-001",42,5,21,-14.9533,34.9545,6,13,6,4,0,0,0,0,63,1,0,1,0,0,1,1,-0.937514550464697
"2769-001",40,8,14,-16.2669,34.8952,0,2,56,20,0,0,0,0,30,0,1,0,0,0,1,1,-0.345495163361213
"2770-001",32,5,11,-14.9533,34.9545,4,11,3,8,0,0,0,0,43,1,0,1,1,1,0,0,-0.937514550464697
"2770-003",50,7,9,-14.9533,34.9545,4,11,3,8,0,0,0,0,19,0,0,1,0,0,0,0,-0.0541713049401865
"2771-001",47,6,6,-16.2669,34.8952,0,2,55,20,0,0,0,0,56,0,0,1,1,1,1,1,-0.0541713049401865
"2772-001",44.5,6,0,-14.9533,34.9545,3,10,2,4,0,0,0,0,37,0,0,1,0,0,0,0,-0.0541713049401865
"2773-001",43,5,0,-16.2669,34.8952,0,2,56,20,0,0,0,0,31,0,0,1,0,0,0,0,-0.345495163361213
"2774-001",46.5,6,0,-14.9533,34.9545,5,12,4,2,0,0,0,0,36,0,1,1,0,0,0,0,-0.345495163361213
"2775-001",51,7,0,-16.080435,35.211187,1,2,34,54,0,0,0,0,30,0,1,0,1,2,1,1,1.16848606588948
"2775-002",92.5,8,0,-15.513201,35.033593,0,1,30,53,0,0,0,0,31,0,1,0,1,2,1,1,0.867790537207027
"2776-001",46,7,9,-14.9533,34.9545,3,10,2,6,0,0,0,0,35,0,0,1,0,0,1,1,-0.0541713049401865
"2776-008",63,8,0,-13.905525,33.785708,2,8,9,12,0,0,0,0,31,0,0,0,1,2,1,1,1.16848606588948
"2777-001",55.5,7,0,-16.2669,34.8952,0,2,55,24,0,0,0,0,33,0,0,0,0,0,1,1,1.45980992431051
"2778-001",100,8,0,-14.9533,34.9545,4,11,4,8,0,0,0,0,25,0,NA,1,1,1,0,0,-0.0541713049401865
"2778-003",39,6,0,-14.9533,34.9545,5,11,4,6,0,0,0,0,50,1,0,0,1,1,1,1,-0.0541713049401865
"2780-001",39,6,0,-14.9533,34.9545,4,11,4,6,0,0,0,0,50,1,0,1,0,0,1,1,-0.937514550464697
"2781-001",54,7,2,-15.774343,35.021132,1,6,3,0,0,0,0,0,30,0,NA,0,1,1,1,1,-0.345495163361213
"2782-001",33.5,6,14,-14.9533,34.9545,5,12,4,2,0,0,0,0,47,0,0,1,0,0,0,0,-0.0541713049401865
"2783-001",39,5,13,-16.2669,34.8952,0,2,56,20,0,0,0,0,48,0,0,0,1,1,1,1,4.6617121881684
"2784-001",35,4,9,-14.9533,34.9545,4,11,4,6,0,0,0,0,NA,NA,NA,1,0,0,0,0,-0.937514550464697
"2784-401",37.5,6,0,-14.9533,34.9545,6,13,5,0,0,0,0,0,28,0,1,0,1,1,1,1,-0.0541713049401865
"2785-001",51,7,0,-15.8248,34.8375,16,12,17,33,0,0,0,0,27,0,0,1,0,0,0,0,-0.345495163361213
"2786-001",43.5,7,0,-14.9533,34.9545,4,11,3,6,0,0,0,0,65,1,0,1,0,0,1,1,-0.64619069204367
"2787-002",66,8,7,-15.8248,34.8375,15,14,18,57,0,0,0,0,23,1,0,0,1,1,0,0,0.867790537207027
"2788-001",47,7,14,-14.9533,34.9545,3,10,2,4,0,0,0,0,49,0,0,1,1,2,0,0,-0.345495163361213
"2788-003",51,7,15,-14.9533,34.9545,1,8,1,12,0,0,0,0,26,0,1,0,1,1,1,1,-0.345495163361213
"2788-005",42,6,22,-15.860071,35.055755,0,3,10,16,0,0,0,0,33,0,1,0,1,1,1,1,-0.345495163361213
"2789-001",50,4,2,-15.8248,34.8375,14,16,19,6,0,0,0,0,55,0,0,1,0,0,0,0,-0.345495163361213
"2790-001",43.5,7,6,-15.0706,35.1704,2,5,3,43,0,0,0,0,48,0,0,1,0,0,0,0,-0.937514550464697
"2791-001",34,7,0,-15.8248,34.8375,16,11,17,33,0,0,0,0,31,0,0,1,0,0,0,0,-0.0541713049401865
"2791-003",56.5,7,9,-15.734609,34.82866,17,9,17,0,0,0,0,0,44,0,0,1,0,0,0,0,-0.0541713049401865
"2792-002",60.5,8,0,-15.0706,35.1704,1,6,3,45,0,0,0,0,60,1,0,0,1,1,1,1,-0.937514550464697
"2793-002",74,8,0,-15.834363,34.989494,1,8,5,20,0,0,0,0,48,0,1,0,1,3,1,1,1.16848606588948
"2794-002",36.5,5,2,-15.0706,35.1704,1,7,4,37,0,0,0,0,21,1,0,1,0,0,0,0,-0.64619069204367
"2796-001",48,7,0,-13.987969,33.853393,6,8,8,12,0,0,0,0,30,0,1,0,1,2,1,1,-0.0541713049401865
"2796-006",74,8,0,-15.0706,35.1704,1,6,3,45,0,0,0,0,22,1,1,1,1,2,1,1,-0.937514550464697
"2797-001",57,6,4,-15.8248,34.8375,14,16,19,14,0,0,0,0,52,1,0,1,0,0,0,0,-0.345495163361213
"2798-001",63,6,0,-15.0706,35.1704,3,5,3,45,0,0,0,0,49,0,0,1,1,1,0,0,-0.0541713049401865
"2799-001",45.5,7,0,-15.8248,34.8375,15,14,18,53,0,0,0,0,31,0,1,0,1,1,1,1,-0.0541713049401865
"2800-001",58.5,6,0,-15.0706,35.1704,2,5,3,43,0,0,0,0,40,1,0,1,0,0,0,0,-0.937514550464697
"2801-001",50,7,0,-15.8248,34.8375,15,15,18,51,0,0,0,0,45,0,0,1,1,1,1,1,-0.0541713049401865
"2802-002",34,6,19,-15.0706,35.1704,2,5,3,43,0,0,0,0,24,1,0,1,0,0,0,0,-0.937514550464697
"2803-001",36.5,7,0,-15.8248,34.8375,15,14,18,55,0,0,0,0,43,0,0,1,1,1,0,0,-0.345495163361213
"2804-001",30.5,4,0,-15.0706,35.1704,1,6,3,43,0,0,0,0,80,0,0,0,0,0,1,1,-0.64619069204367
"2805-001",43,6,20,-15.8248,34.8375,17,11,18,8,0,0,0,0,24,0,0,0,0,0,0,0,-0.345495163361213
"2805-002",24,3,0,-15.815667,34.989082,1,8,3,12,0,0,0,0,80,0,0,1,0,0,0,0,-0.64619069204367
"2806-001",44,7,0,-15.0706,35.1704,1,7,4,28,0,0,0,0,38,1,0,1,0,0,0,0,-0.937514550464697
"2806-006",55,6,0,-15.117754,35.229003,0,3,6,37,0,0,0,0,58,0,1,1,1,1,0,0,-0.64619069204367
"2807-001",32,6,0,-15.8248,34.8375,15,14,18,55,0,0,0,0,64,1,0,0,0,0,1,1,-0.937514550464697
"2807-002",31.5,5,0,-15.8248,34.8375,15,14,18,55,0,0,0,0,20,0,1,1,0,0,0,0,-0.937514550464697
"2808-001",58.5,7,8,-15.0706,35.1704,2,6,3,41,0,0,0,0,56,0,0,1,0,0,0,0,-0.0541713049401865
"2809-001",59,7,0,-15.8248,34.8375,15,14,17,45,0,0,0,0,38,0,0,1,1,1,0,0,-0.0541713049401865
"2809-006",67,8,0,-15.8248,34.8375,15,14,18,57,0,0,0,0,21,1,1,1,1,1,0,0,-0.937514550464697
"2810-001",44,5,0,-15.397619,34.659009,18,1,56,51,1,0,0,0,27,0,0,0,1,1,1,1,-0.345495163361213
"2811-001",42,3,0,-15.8248,34.8375,16,12,17,28,0,0,0,0,59,1,0,1,0,0,0,0,-0.937514550464697
"2812-001",41,5,0,-15.0706,35.1704,3,5,3,45,0,0,0,0,70,0,0,1,0,0,0,0,-0.937514550464697
"2812-003",59,7,0,-14.00581,33.850791,6,7,7,22,0,0,0,0,38,0,1,1,1,1,1,1,-0.64619069204367
"2813-001",29.5,7,2,-15.8248,34.8375,15,14,18,51,0,0,0,0,60,0,0,1,0,0,0,0,-0.937514550464697
"2813-002",54,5,7,-15.8248,34.8375,13,13,16,51,0,0,0,0,53,1,0,1,1,1,0,0,-0.345495163361213
"2814-001",45.5,6,0,-15.0706,35.1704,1,6,4,33,0,0,0,0,78,0,1,0,1,1,1,1,-0.0541713049401865
"2815-001",59,7,0,-15.8248,34.8375,15,14,18,57,0,0,0,0,74,0,0,0,0,0,1,1,-0.345495163361213
"2815-003",45,7,12,-15.8248,34.8375,15,14,18,57,0,0,0,0,21,0,0,1,0,0,0,0,-0.937514550464697
"2816-002",58.5,7,0,-15.0706,35.1704,1,4,1,20,0,0,0,0,37,1,1,1,1,1,1,1,-0.937514550464697
"2817-001",27.5,5,16,-16.9855,35.2499,0,9,9,60,0,0,0,0,45,1,0,1,0,0,0,0,-0.937514550464697
"2818-002",41,6,11,-15.0706,35.1704,0,3,1,14,0,0,0,0,32,1,1,1,1,1,0,0,-0.937514550464697
"2819-001",32,5,16,-16.9855,35.2499,0,9,9,60,0,0,0,0,37,0,0,1,0,0,0,0,-0.0541713049401865
"2820-001",28,3,0,-15.0706,35.1704,1,6,3,45,0,0,0,0,61,0,0,1,1,1,0,0,-0.937514550464697
"2821-001",31.5,4,12,-16.9855,35.2499,0,9,10,60,0,0,0,0,35,0,0,1,0,0,1,1,-0.937514550464697
"2822-001",43,6,0,-14.116701,35.220718,20,4,37,53,0,0,0,0,41,0,0,1,0,0,0,0,-0.0541713049401865
"2823-001",37,6,0,-16.9855,35.2499,1,9,9,60,0,0,0,0,31,0,1,1,0,0,0,0,-0.64619069204367
"2824-001",28,3,3,-15.2301,35.1343,16,15,23,22,0,0,0,0,33,1,0,1,0,0,0,0,-0.345495163361213
"2825-001",42.5,6,13,-16.9855,35.2499,0,9,9,60,0,0,0,0,38,1,0,0,0,0,1,1,-0.937514550464697
"2826-001",62,7,0,-15.2301,35.1343,16,14,22,12,0,0,0,0,54,1,0,1,0,0,0,0,-0.937514550464697
"2827-001",72.5,7,11,-16.9855,35.2499,0,9,9,60,0,0,0,0,35,0,1,1,1,1,0,0,-0.345495163361213
"2828-001",30,6,19,-15.2301,35.1343,16,15,23,33,0,0,0,0,24,1,0,1,0,0,0,0,-0.937514550464697
"2829-001",27.5,5,21,-16.943264,35.262911,0,2,1,49,0,0,0,0,31,1,0,0,1,1,1,1,-0.937514550464697
"2829-003",28,3,28,-16.9855,35.2499,0,9,9,60,0,0,0,0,66,1,0,1,0,0,0,0,-0.937514550464697
"2830-001",27,3,7,-14.438343,34.767122,11,5,46,0,0,0,0,0,62,0,0,1,1,1,0,0,-0.0541713049401865
"2831-001",34.5,5,0,-16.9855,35.2499,0,9,9,53,0,0,0,0,38,0,0,0,1,1,1,1,-0.0541713049401865
"2832-001",29,5,10,-15.2301,35.1343,15,15,22,24,0,0,0,0,53,0,0,1,0,0,0,0,-0.0541713049401865
"2832-003",94,8,0,-15.643648,35.039004,1,8,15,24,0,0,0,0,33,0,0,0,1,2,1,1,-0.345495163361213
"2834-001",17,2,11,-15.2301,35.1343,15,14,22,10,0,0,0,0,68,1,0,1,0,0,0,0,-0.937514550464697
"2835-001",36,6,0,-16.9855,35.2499,0,9,9,60,0,0,0,0,35,1,0,1,0,0,0,0,-0.345495163361213
"2837-001",37.5,6,0,-16.9855,35.2499,0,9,9,60,0,0,0,0,38,0,1,1,1,1,0,0,-0.0541713049401865
"2838-001",78,8,0,-15.496307,35.253862,1,10,10,2,0,0,0,0,49,0,1,0,1,2,1,1,6.00917235416453
"2839-001",66,8,0,-15.782224,35.035944,3,5,6,0,0,0,0,0,35,0,0,0,1,2,1,1,-0.345495163361213
"2839-002",61.5,6,9,-16.9855,35.2499,0,9,9,60,0,0,0,0,72,1,0,1,0,0,0,0,-0.937514550464697
"2839-005",92,8,9,-16.9855,35.2499,0,9,9,60,0,0,0,0,46,1,0,0,1,1,1,1,-0.64619069204367
"2840-001",38,4,0,-14.435815,34.767105,13,5,48,26,0,0,0,0,60,0,0,1,1,1,0,0,-0.0541713049401865
"2842-001",21,2,0,-15.2301,35.1343,13,13,20,14,0,0,0,0,63,0,0,1,0,0,0,0,-0.64619069204367
"2843-001",59,6,0,-16.9855,35.2499,1,9,10,60,0,0,0,0,49,0,1,1,1,1,1,1,-0.0541713049401865
"2844-001",53,5,8,-15.2301,35.1343,16,14,22,4,0,0,0,0,79,1,0,1,0,0,0,0,-0.937514550464697
"2844-002",57.5,6,7,-13.181004,34.266711,4,20,30,47,0,0,0,0,28,0,1,0,1,1,1,1,-0.937514550464697
"2844-003",38,6,0,-15.2301,35.1343,16,14,22,4,0,0,0,0,29,0,0,1,0,0,0,0,-0.345495163361213
"2845-001",42.5,6,0,-16.9855,35.2499,0,9,9,60,0,0,0,0,28,0,1,1,1,1,1,1,-0.0541713049401865
"2846-001",54.5,7,0,-15.2301,35.1343,14,14,21,14,0,0,0,0,29,0,0,1,0,0,0,0,-0.0541713049401865
"2847-001",71,8,0,-16.9855,35.2499,0,9,10,60,0,0,0,0,38,0,0,0,1,1,1,1,4.06969280106491
"2848-001",33.5,7,4,-15.2301,35.1343,15,14,22,20,0,0,0,0,29,0,0,0,1,2,1,1,-0.64619069204367
"2849-001",32.5,6,0,-14.9258,35.0165,5,12,5,0,0,0,0,0,36,1,0,1,0,0,0,0,-0.937514550464697
"2849-002",50.5,6,0,-14.9258,35.0165,5,12,5,0,0,0,0,0,23,0,0,1,0,0,0,0,-0.64619069204367
"2850-001",38.5,6,11,-15.2301,35.1343,16,15,23,26,0,0,0,0,64,1,0,1,0,0,0,0,-0.937514550464697
"2851-001",33.5,7,0,-14.9258,35.0165,6,13,5,2,0,0,0,0,33,0,1,0,0,0,1,1,-0.0541713049401865
"2852-001",46.5,6,4,-15.2301,35.1343,12,12,19,20,0,0,0,0,23,0,0,1,1,1,0,0,-0.0541713049401865
"2853-001",40,7,5,-14.9258,35.0165,6,13,5,4,0,0,0,0,77,1,0,1,0,0,0,0,-0.937514550464697
"2854-001",63,6,0,-15.3905,35.2944,1,1,3,16,0,0,0,0,26,0,1,0,1,2,0,0,1.16848606588948
"2854-002",30,5,10,-15.3905,35.2944,2,3,1,0,0,0,0,0,32,0,1,1,0,0,1,1,-0.937514550464697
"2854-005",31.5,5,8,-15.377389,35.217985,7,7,7,2,0,0,0,0,51,1,0,1,1,1,0,0,-0.64619069204367
"2855-001",38,7,0,-14.9258,35.0165,6,12,5,0,0,0,0,0,55,0,0,1,1,1,0,0,-0.64619069204367
"2855-003",53,7,0,-15.175732,35.443181,9,10,25,60,0,0,0,0,28,0,1,0,1,2,1,1,1.45980992431051
"2855-004",54,7,0,-15.05945,34.913886,5,5,9,22,1,0,0,0,24,0,1,0,1,1,1,1,-0.0541713049401865
"2856-001",31.5,7,0,-15.3905,35.2944,2,3,1,0,0,0,0,0,42,0,1,0,1,1,1,1,-0.345495163361213
"2856-007",49,7,8,-15.3905,35.2944,2,3,1,0,0,0,0,0,28,0,1,1,1,1,0,0,-0.937514550464697
"2857-001",35.5,7,0,-14.9258,35.0165,6,13,6,4,0,0,0,0,25,0,1,1,1,1,0,0,-0.0541713049401865
"2858-001",88,8,10,-15.306683,35.240611,13,13,12,2,0,0,0,0,26,0,0,1,0,0,0,0,-0.937514550464697
"2859-001",40,6,0,-14.9258,35.0165,6,12,5,0,0,0,0,0,29,0,0,1,1,2,1,1,1.45980992431051
"2860-001",62.5,7,0,-15.3905,35.2944,2,3,1,0,0,0,0,0,38,0,1,1,1,1,1,1,-0.0541713049401865
"2861-001",38.5,6,0,-14.9258,35.0165,7,14,6,6,0,0,0,0,38,0,0,1,0,0,0,0,-0.0541713049401865
"2862-001",24,6,0,-15.3905,35.2944,2,3,2,0,0,0,0,0,80,0,0,1,0,0,0,0,-0.0541713049401865
"2863-001",49.5,6,0,-14.9258,35.0165,6,13,5,4,0,0,0,0,44,0,0,0,0,0,1,1,-0.345495163361213
"2864-001",26.5,4,2,-15.3905,35.2944,2,3,1,0,0,0,0,0,30,0,1,0,1,2,1,1,-0.345495163361213
"2865-001",36,5,12,-14.9258,35.0165,6,13,5,2,0,0,0,0,50,0,0,1,1,1,1,1,-0.64619069204367
"2867-001",44.5,3,3,-14.9258,35.0165,5,12,5,0,0,0,0,0,53,0,0,0,0,0,1,1,-0.64619069204367
"2869-001",25,4,0,-14.9258,35.0165,7,14,6,4,0,0,0,0,78,0,0,1,1,2,0,0,1.02707359864008
"2870-001",47,7,0,-15.3905,35.2944,2,3,1,0,0,0,0,0,45,0,0,0,0,0,1,1,-0.345495163361213
"2871-001",59,6,6,-14.9258,35.0165,7,14,6,8,0,0,0,0,58,1,0,1,0,0,1,1,-0.937514550464697
"2872-001",57.5,8,20,-15.3905,35.2944,3,4,2,0,0,0,0,0,27,0,0,1,0,0,0,0,-0.937514550464697
"2873-001",43.5,6,0,-14.9258,35.0165,6,13,5,2,0,0,0,0,62,0,0,0,1,1,1,1,-0.64619069204367
"2873-004",51,7,0,-15.850299,35.073392,0,3,10,24,0,0,0,0,32,0,1,0,1,2,1,1,0.576466678786
"2873-006",57.5,7,0,-14.9258,35.0165,5,12,5,0,0,0,0,0,25,0,1,0,0,0,1,1,-0.937514550464697
"2874-001",55,7,0,-15.3905,35.2944,2,3,1,2,0,0,0,0,34,0,1,1,1,2,0,0,-0.345495163361213
"2876-002",82,8,0,-15.3905,35.2944,2,3,2,2,0,0,0,0,34,1,1,0,1,2,1,1,3.58046728458813
"2876-005",52.5,7,7,-15.3905,35.2944,3,4,3,0,0,0,0,0,56,1,0,0,0,0,1,1,-0.937514550464697
"2877-001",35.5,6,0,-14.9258,35.0165,6,13,5,2,0,0,0,0,56,0,0,1,1,1,0,0,-0.64619069204367
"2878-001",70,8,0,-15.3905,35.2944,2,3,2,8,0,0,0,0,23,0,1,1,1,2,1,1,-0.345495163361213
"2879-002",48,7,0,-14.9258,35.0165,7,14,6,8,0,0,0,0,33,0,1,1,0,0,1,1,-0.64619069204367
"2880-001",31.5,7,18,-15.3905,35.2944,2,3,1,0,0,0,0,0,28,0,1,1,1,1,1,1,1.16848606588948
"2881-002",28.5,5,0,-14.8874,35.1158,8,22,17,20,0,0,0,0,36,1,0,1,0,0,0,0,-0.937514550464697
"2882-002",93,7,0,-15.3905,35.2944,2,3,2,4,0,0,0,0,35,1,0,0,1,1,1,1,-0.64619069204367
"2883-001",32,6,0,-14.8874,35.1158,8,21,18,47,0,0,0,0,42,0,0,1,0,0,0,0,-0.64619069204367
"2884-001",34,7,0,-15.325577,35.218841,10,10,10,2,0,0,0,0,29,0,1,1,0,0,0,0,-0.0541713049401865
"2885-001",36.5,4,0,-14.8874,35.1158,10,22,16,33,0,0,0,0,22,0,0,1,0,0,0,0,-0.937514550464697
"2886-002",46,7,9,-10.075571,33.989468,1,10,16,60,1,0,1,0,63,1,0,1,0,0,0,0,-0.937514550464697
"2886-003",62.5,8,0,-15.3787,35.3421,0,4,5,39,0,0,0,0,34,1,1,0,1,6,1,1,-0.937514550464697
"2887-001",45.5,7,17,-14.8874,35.1158,8,22,18,22,0,0,0,0,25,1,0,1,0,0,0,0,-0.937514550464697
"2887-002",76,8,0,-14.476344,35.256731,0,2,1,12,0,0,0,0,21,0,0,1,1,1,0,0,-0.0541713049401865
"2887-003",54,6,0,-14.8874,35.1158,8,22,18,22,0,0,0,0,53,0,0,1,0,0,0,0,-0.64619069204367
"2889-001",53,7,0,-14.8874,35.1158,8,21,18,41,0,0,0,0,56,0,0,0,1,1,1,1,-0.0541713049401865
"2890-001",48.5,8,5,-15.3787,35.3421,0,4,5,37,0,0,0,0,67,0,0,1,1,2,1,1,-0.0541713049401865
"2890-003",97,8,0,-14.630211,35.196507,0,12,19,33,0,0,0,0,29,0,1,0,1,3,1,1,1.45980992431051
"2891-001",45.5,7,3,-14.8874,35.1158,8,22,17,24,0,0,0,0,35,0,0,1,1,2,0,0,-0.0541713049401865
"2892-001",103,8,0,-15.3787,35.3421,0,4,5,39,0,0,0,0,70,1,0,1,1,2,1,1,1.45980992431051
"2892-003",68,8,0,-16.934744,35.248479,0,1,1,49,0,0,0,0,29,1,1,0,1,2,1,1,-0.937514550464697
