"y2_hhid","FCS","HDDS","rCSI","lat_modified","lon_modified","dist_road","dist_admarc","dist_popcenter","percent_ag","nutri_severe_constraint","nutri_moderate_constraint","nutri_reten_severe_constraint","dummy_terrain_rough","head_age","female_head","head_educated","floor_dirt_sand_dung","cell_phone","number_celphones","roof_not_natural","roof_iron","asset_index"
"1118-002",55,4,12,-13.930946,33.317716,7,4,50,18,0,1,0,0,26,1,0,1,0,0,0,0,-0.937514550464697
"1119-001",38,5,0,-13.4883,34.2614,1,12,39,57,0,1,0,0,74,1,0,1,0,0,0,0,-0.345495163361213
"1121-001",52.5,7,0,-14.2996,33.9032,21,9,36,24,0,1,0,0,31,0,0,1,0,0,0,0,-0.64619069204367
"1122-001",86,8,0,-14.0368,33.3451,0,3,46,8,0,1,0,0,40,0,1,0,1,2,1,1,-0.345495163361213
"1122-002",38,6,0,-14.0368,33.3451,0,3,45,10,0,1,0,0,38,1,0,0,1,1,1,1,1.45980992431051
"1123-001",38,5,0,-14.2996,33.9032,21,9,36,20,0,1,0,0,57,0,0,1,0,0,1,1,-0.0541713049401865
"1123-003",33.5,3,16,-14.2996,33.9032,21,9,36,20,0,1,0,0,23,0,1,1,1,1,0,0,-0.0541713049401865
"1123-004",49,6,0,-14.222653,33.879263,12,5,26,24,0,0,0,0,70,0,0,0,1,1,1,1,-0.0541713049401865
"1124-001",40,6,0,-14.0368,33.3451,0,3,45,10,0,1,0,0,68,0,0,0,0,0,1,1,-0.0541713049401865
"1125-001",34.5,4,0,-9.678333,33.346399,0,1,69,51,0,1,0,0,30,0,0,1,1,1,0,0,-0.937514550464697
"1126-001",89,8,0,-14.0368,33.3451,0,3,45,12,0,1,0,0,39,0,0,0,1,6,1,1,6.30049621258556
"1127-001",43,5,7,-14.2996,33.9032,21,9,36,14,0,1,0,0,58,0,0,1,0,0,0,0,-0.937514550464697
"1127-008",41,7,18,-14.2996,33.9032,21,8,36,14,0,1,0,0,26,1,0,1,0,0,0,0,-0.937514550464697
"1128-001",39.5,7,0,-14.0368,33.3451,0,3,46,14,0,1,0,0,40,0,0,1,0,0,0,0,-0.937514550464697
"1128-002",36,7,3,-14.0368,33.3451,0,3,45,10,0,1,0,0,34,1,0,1,0,0,0,0,-0.937514550464697
"1129-001",44,5,0,-13.348175,33.596012,2,11,36,14,1,0,0,0,26,0,0,1,1,1,0,0,-0.0541713049401865
"1130-001",64,8,0,-14.0368,33.3451,1,4,45,18,0,1,0,0,33,0,1,0,1,2,1,1,1.02707359864008
"1130-009",76,8,12,-14.0368,33.3451,0,3,45,8,0,1,0,0,23,0,0,0,0,0,1,1,-0.937514550464697
"1131-001",34.5,6,0,-14.2996,33.9032,20,9,35,24,0,1,0,0,83,1,0,1,0,0,0,0,-0.937514550464697
"1132-001",65,7,0,-14.0368,33.3451,1,3,45,20,0,1,0,0,58,0,0,0,1,1,1,1,-0.0541713049401865
"1133-001",29.5,3,0,-14.2996,33.9032,21,9,36,20,0,1,0,0,72,1,0,1,0,0,0,0,-0.937514550464697
"1134-001",83,7,0,-14.0368,33.3451,1,3,45,20,0,1,0,0,43,0,0,0,1,1,1,1,3.1477309589177
"1135-001",45,6,3,-14.2996,33.9032,19,8,34,31,0,1,0,0,50,0,0,1,0,0,0,0,-0.0541713049401865
"1136-001",33,7,0,-14.0368,33.3451,0,3,45,14,0,1,0,0,36,0,0,0,1,3,1,1,1.45980992431051
"1137-001",64,7,23,-14.2996,33.9032,20,9,36,20,0,1,0,0,73,1,0,1,0,0,0,0,-0.937514550464697
"1138-001",74,8,0,-14.0368,33.3451,0,3,45,8,0,1,0,0,46,0,1,1,1,1,1,1,-0.0541713049401865
"1140-001",81,8,0,-14.0368,33.3451,0,3,44,16,0,1,0,0,35,0,1,0,1,2,0,0,3.58046728458813
"1140-002",60.5,6,8,-15.500794,35.361092,10,9,14,2,0,0,0,0,28,1,0,1,0,0,1,1,-0.937514550464697
"1143-002",28,5,0,-14.2996,33.9032,21,9,36,14,0,1,0,0,31,1,0,1,0,0,0,0,-0.937514550464697
"1144-001",57,4,7,-14.526757,34.660174,2,3,39,43,0,0,0,0,99,0,0,1,1,2,0,0,-0.345495163361213
"1144-002",44,8,0,-14.0368,33.3451,0,3,45,10,0,1,0,0,44,1,0,0,1,1,1,1,-0.937514550464697
"1145-001",42,6,0,-14.2996,33.9032,22,9,36,16,0,1,0,0,69,0,0,1,0,0,1,1,-0.64619069204367
"1145-002",33.5,4,0,-14.2996,33.9032,20,9,35,24,0,1,0,0,33,0,0,1,0,0,0,0,-0.937514550464697
"1146-001",40,7,5,-14.0368,33.3451,1,3,45,16,0,1,0,0,53,0,0,1,1,1,1,1,-0.0541713049401865
"1147-001",44,6,20,-14.2996,33.9032,21,9,36,18,0,1,0,0,37,0,0,1,0,0,0,0,-0.937514550464697
"1147-002",67,7,3,-14.082731,33.71509,8,3,11,22,0,0,0,0,38,0,0,1,1,2,0,0,-0.0541713049401865
"1148-001",32,4,21,-14.26,33.7983,18,2,30,0,0,0,0,0,81,0,0,1,0,0,0,0,-0.937514550464697
"1150-001",47,5,13,-14.26,33.7983,17,0,30,2,0,0,0,0,63,0,0,1,0,0,0,0,-0.937514550464697
"1151-001",38,6,14,-14.217297,33.786425,18,1,30,41,1,0,0,0,26,0,0,1,1,1,1,1,-0.64619069204367
"1152-001",27.5,3,12,-14.130569,33.886459,7,7,24,4,0,0,0,0,30,0,0,1,0,0,1,1,-0.64619069204367
"1153-001",81,7,0,-14.2749,33.7597,18,1,30,33,1,0,0,0,53,1,0,0,0,0,0,0,-0.345495163361213
"1153-002",47,8,0,-14.2749,33.7597,18,1,30,35,1,0,0,0,22,0,1,0,0,0,1,1,-0.937514550464697
"1154-001",27,3,10,-14.26,33.7983,18,1,30,4,0,0,0,0,25,0,0,1,0,0,0,0,-0.937514550464697
"1155-001",48,8,5,-14.2749,33.7597,18,1,30,41,1,0,0,0,33,0,0,1,0,0,1,1,-0.345495163361213
"1156-001",34.5,7,0,-14.26,33.7983,18,1,30,4,0,0,0,0,76,1,0,1,0,0,0,0,-0.937514550464697
"1156-003",22,6,10,-14.26,33.7983,21,4,33,6,0,1,0,0,42,0,0,1,0,0,0,0,-0.64619069204367
"1158-001",43,4,0,-14.26,33.7983,17,0,29,0,0,0,0,0,39,0,0,1,0,0,1,1,-0.937514550464697
"1159-002",71,8,0,-12.32784,33.576921,0,6,51,43,0,1,0,0,35,1,0,0,1,4,1,1,3.58046728458813
"1160-002",32.5,4,0,-14.26,33.7983,20,3,32,0,0,1,0,0,38,1,0,1,0,0,0,0,-0.64619069204367
"1160-003",28.5,5,4,-14.26,33.7983,19,2,32,10,0,1,0,0,18,0,0,1,0,0,0,0,-0.937514550464697
"1161-001",67,7,1,-14.2749,33.7597,18,0,30,28,0,0,0,0,63,0,0,0,1,3,1,1,6.30049621258556
"1161-011",32.5,6,0,-14.2749,33.7597,17,1,30,24,0,0,0,0,19,0,1,0,1,1,1,1,-0.64619069204367
"1162-002",40,5,0,-14.26,33.7983,18,2,30,2,0,0,0,0,30,0,0,1,1,1,0,0,-0.937514550464697
"1163-001",35,6,0,-14.2749,33.7597,18,1,30,33,1,0,0,0,37,0,1,1,0,0,1,1,-0.937514550464697
"1164-001",52,6,0,-14.26,33.7983,17,0,29,2,0,0,0,0,49,0,1,0,1,3,1,1,-0.0541713049401865
"1164-010",57,8,0,-14.245084,33.777728,18,0,29,33,0,0,0,0,28,0,1,0,1,3,1,1,-0.0541713049401865
"1165-001",37.5,7,0,-14.2749,33.7597,17,1,30,33,0,0,0,0,33,0,1,0,1,1,1,1,-0.937514550464697
"1166-001",38,5,0,-14.26,33.7983,18,1,30,2,0,0,0,0,33,0,0,1,1,1,1,1,-0.0541713049401865
"1167-001",76,8,0,-14.2749,33.7597,18,0,30,28,0,0,0,0,48,1,0,0,1,1,0,0,1.16848606588948
"1168-001",43.5,6,0,-14.26,33.7983,17,0,30,4,0,0,0,0,26,0,0,1,1,1,0,0,-0.0541713049401865
"1169-001",48.5,7,8,-14.228966,33.842643,16,1,28,4,0,0,0,0,41,0,0,1,0,0,0,0,-0.0541713049401865
"1169-002",69,8,2,-14.2749,33.7597,17,2,30,37,1,0,0,0,34,1,0,0,1,2,1,1,-0.345495163361213
"1170-001",33,3,24,-14.26,33.7983,17,0,30,2,0,0,0,0,20,0,0,1,0,0,0,0,-0.937514550464697
"1171-001",32,6,0,-14.2749,33.7597,17,0,30,28,0,0,0,0,46,0,1,0,0,0,1,1,1.45980992431051
"1172-001",35,4,21,-14.26,33.7983,18,2,30,2,0,0,0,0,71,0,0,1,0,0,0,0,-0.937514550464697
"1173-001",27,5,0,-14.2749,33.7597,17,1,30,33,0,0,0,0,74,1,0,1,1,1,0,0,-0.937514550464697
"1174-001",34,6,14,-14.26,33.7983,18,1,30,2,0,0,0,0,70,1,0,1,0,0,0,0,-0.937514550464697
"1175-001",58,7,0,-14.2749,33.7597,17,0,29,28,0,0,0,0,58,1,0,0,1,1,1,1,1.45980992431051
"1175-003",37,5,0,-14.831871,34.640417,0,1,39,37,1,0,0,0,23,0,0,1,1,1,0,0,-0.937514550464697
"1175-004",43,6,3,-15.822822,35.103634,1,2,11,0,0,0,0,0,32,0,1,1,1,2,1,1,0.576466678786
"1176-001",22,4,11,-14.26,33.7983,18,2,30,2,0,0,0,0,52,1,0,0,0,0,1,1,-0.64619069204367
"1176-002",36,7,5,-14.319199,33.598546,14,4,38,35,1,0,0,0,36,0,0,1,0,0,0,0,-0.937514550464697
"1176-003",33,7,12,-14.26,33.7983,21,5,34,2,0,1,0,0,25,0,1,1,0,0,0,0,-0.345495163361213
"1177-002",79,7,18,-14.2749,33.7597,18,1,30,41,1,0,0,0,33,0,1,0,1,2,1,1,6.30049621258556
"1178-001",57.5,7,5,-14.0153,34.0639,12,5,35,55,0,0,0,0,45,1,0,1,0,0,0,0,-0.345495163361213
"1178-003",26,6,0,-14.130777,33.96488,1,8,26,24,0,0,0,0,23,0,0,1,1,1,0,0,-0.64619069204367
"1179-001",38,5,10,-14.2749,33.7597,17,0,30,28,0,0,0,0,31,1,0,0,1,1,1,1,-0.937514550464697
"1180-001",35,6,4,-14.0153,34.0639,12,5,35,39,0,0,0,0,51,0,0,1,0,0,0,0,-0.64619069204367
"1181-001",61,8,0,-14.2749,33.7597,18,2,31,41,1,0,0,0,53,0,1,1,1,3,1,1,3.58046728458813
"1181-004",81,8,0,-14.178589,33.732182,9,2,23,0,0,0,0,0,27,0,1,1,1,2,0,0,-0.0541713049401865
"1182-001",36.5,6,0,-14.0153,34.0639,12,4,34,47,0,0,0,0,37,0,0,1,0,0,0,0,-0.345495163361213
"1184-001",35,7,5,-14.0153,34.0639,12,4,35,39,0,0,0,0,48,0,0,1,0,0,0,0,-0.937514550464697
"1184-004",27.5,6,0,-14.0153,34.0639,12,4,35,39,0,0,0,0,20,0,0,1,0,0,0,0,-0.937514550464697
"1185-001",32,5,0,-14.023,34.0863,14,6,38,31,0,0,0,0,54,0,0,1,0,0,0,0,-0.937514550464697
"1186-001",65,7,0,-14.0153,34.0639,12,4,35,39,0,0,0,0,30,1,0,1,0,0,1,1,-0.937514550464697
"1187-001",28,3,0,-14.023,34.0863,14,5,38,31,0,0,0,0,26,0,0,1,0,0,0,0,-0.345495163361213
"1188-001",49,7,0,-14.0153,34.0639,12,5,34,57,0,0,0,0,48,0,0,1,0,0,0,0,-0.937514550464697
"1189-001",33.5,4,0,-14.023,34.0863,14,5,38,33,0,0,0,0,37,0,1,1,0,0,0,0,0.143730353115574
"1189-004",33,5,3,-14.023,34.0863,14,6,39,31,0,0,0,0,59,1,0,1,0,0,0,0,-0.937514550464697
"1190-001",100,8,NA,-14.0153,34.0639,12,5,35,45,0,0,0,0,53,0,0,1,0,0,0,0,-0.0541713049401865
"1190-005",63,4,10,-13.665294,32.919684,13,11,93,39,1,0,0,0,29,0,1,1,1,1,0,0,-0.937514550464697
"1191-001",28.5,6,0,-14.023,34.0863,14,5,38,39,0,0,0,0,28,0,0,1,0,0,0,0,-0.937514550464697
"1192-001",43,7,0,-14.0153,34.0639,13,4,34,45,0,0,0,0,31,0,0,1,0,0,1,1,-0.64619069204367
"1193-001",32,7,4,-14.11965,33.919859,1,1,19,22,0,0,0,0,33,0,0,0,0,0,1,1,-0.937514550464697
"1194-001",50,7,0,-14.0153,34.0639,12,5,34,57,0,0,0,0,39,0,0,1,0,0,0,0,-0.937514550464697
"1195-001",24,4,11,-14.023,34.0863,14,5,38,35,0,0,0,0,78,1,0,1,0,0,0,0,-0.937514550464697
"1196-001",31.5,7,4,-14.0153,34.0639,12,4,35,39,0,0,0,0,33,0,0,1,1,1,0,0,-0.0541713049401865
"1197-001",25.5,4,0,-14.023,34.0863,14,5,38,33,0,0,0,0,68,0,0,1,0,0,0,0,-0.937514550464697
"1198-001",42,5,4,-14.0153,34.0639,12,5,35,53,0,0,0,0,71,0,0,1,0,0,1,1,-0.937514550464697
"1198-002",34.5,4,0,-14.0153,34.0639,10,7,31,41,0,0,0,0,70,1,0,1,0,0,1,1,-0.937514550464697
"1198-003",24,4,0,-14.0153,34.0639,10,7,31,41,0,0,0,0,38,0,0,1,0,0,0,0,-0.0541713049401865
"1199-001",24,5,6,-14.023,34.0863,13,6,38,22,0,0,0,0,45,0,0,1,0,0,0,0,-0.937514550464697
"1200-001",32,7,0,-14.0153,34.0639,12,5,35,39,0,0,0,0,35,0,0,1,0,0,0,0,-0.937514550464697
"1201-001",23,3,7,-14.023,34.0863,14,6,39,26,0,0,0,0,89,1,0,1,0,0,0,0,-0.937514550464697
"1202-001",25.5,6,0,-14.0153,34.0639,12,5,35,39,0,0,0,0,72,0,1,1,0,0,1,1,-0.937514550464697
"1203-001",21,2,8,-14.023,34.0863,13,6,38,22,0,0,0,0,72,1,0,1,0,0,0,0,-0.937514550464697
"1204-001",55,7,4,-14.0153,34.0639,12,4,35,39,0,0,0,0,51,0,0,1,0,0,0,0,-0.64619069204367
"1205-001",34,5,0,-14.023,34.0863,13,6,38,22,0,0,0,0,79,1,0,1,0,0,0,0,-0.937514550464697
"1206-001",29,4,0,-14.0153,34.0639,12,4,35,39,0,0,0,0,50,0,0,1,0,0,0,0,-0.64619069204367
"1207-001",40,5,19,-14.023,34.0863,13,6,38,22,0,0,0,0,30,0,0,1,0,0,0,0,-0.0541713049401865
"1209-001",31,7,16,-14.023,34.0863,13,6,38,31,0,0,0,0,41,0,0,1,0,0,0,0,-0.937514550464697
"1209-004",84,8,0,-14.023,34.0863,9,9,37,20,0,0,0,0,34,1,1,0,1,2,1,1,1.16848606588948
"1210-001",36,6,18,-13.8674,33.8281,0,11,14,20,0,0,0,0,47,0,1,1,1,1,1,1,-0.0541713049401865
"1210-003",49,4,4,-13.8674,33.8281,0,11,14,20,0,0,0,0,29,0,0,1,1,1,0,0,-0.937514550464697
"1210-004",67,6,6,-13.8674,33.8281,0,12,13,16,0,0,0,0,28,0,1,1,1,3,1,1,-0.937514550464697
"1210-005",63,8,0,-14.222226,33.741825,9,2,23,0,0,0,0,0,31,0,1,0,1,2,1,1,-0.345495163361213
"1211-001",32.5,7,0,-14.023,34.0863,14,6,39,24,0,0,0,0,55,0,1,1,0,0,0,0,-0.0541713049401865
"1212-001",77,8,0,-13.8674,33.8281,1,11,13,18,0,0,0,0,68,0,1,0,0,0,1,1,-0.345495163361213
"1213-001",22.5,4,0,-14.023,34.0863,14,6,39,26,0,0,0,0,45,0,0,1,0,0,0,0,-0.345495163361213
"1213-003",49.5,5,0,-14.757932,34.764956,5,8,33,20,0,0,0,0,20,0,1,1,1,2,0,0,-0.64619069204367
"1214-001",63,6,0,-13.8674,33.8281,0,11,14,20,0,0,0,0,45,0,1,0,1,1,1,1,-0.64619069204367
"1214-003",28.5,4,1,-13.8674,33.8281,0,11,14,20,0,0,0,0,28,0,0,0,0,0,1,1,-0.937514550464697
"1215-001",22,4,24,-14.023,34.0863,14,5,38,33,0,0,0,0,62,1,0,1,0,0,0,0,-0.937514550464697
"1216-001",44,6,0,-13.8674,33.8281,0,12,13,16,0,0,0,0,35,0,1,1,0,0,1,1,-0.345495163361213
"1217-001",79,7,0,-13.7993,33.8589,0,9,18,28,0,0,0,0,56,0,0,1,1,1,0,0,2.37453376463622
"1217-003",44,6,0,-13.660888,33.857543,0,5,38,26,0,0,0,0,76,1,0,1,0,0,0,0,-0.937514550464697
"1218-001",54,7,6,-13.8674,33.8281,0,11,15,26,0,0,0,0,53,0,0,1,1,1,1,1,-0.0541713049401865
"1218-002",39.5,7,1,-13.8674,33.8281,0,10,11,12,0,0,0,0,36,0,0,1,1,2,0,0,-0.0541713049401865
"1218-003",39,6,3,-13.8674,33.8281,0,12,14,20,0,0,0,0,27,0,0,1,0,0,0,0,-0.0541713049401865
"1219-001",24.5,5,9,-13.7993,33.8589,0,9,18,35,0,0,0,0,39,0,1,1,0,0,0,0,-0.345495163361213
"1220-001",37,7,12,-13.8674,33.8281,0,11,14,20,0,0,0,0,56,1,0,1,1,1,0,0,-0.937514550464697
"1221-001",49,8,0,-13.7993,33.8589,0,10,18,33,0,0,0,0,68,0,0,0,0,0,1,1,-0.64619069204367
"1221-003",56,7,0,-9.604181,33.779577,0,20,44,35,0,0,0,0,25,0,1,0,1,2,0,0,-0.345495163361213
"1221-004",36,6,0,-13.883571,33.969762,8,5,24,16,0,0,0,0,30,0,1,0,1,1,1,1,-0.0541713049401865
"1222-001",76,8,0,-13.8674,33.8281,0,12,14,16,0,0,0,0,44,0,1,1,1,2,1,1,3.2891434261671
"1222-003",49.5,7,10,-9.712961,33.838155,1,4,27,61,0,0,0,0,44,1,1,1,0,0,1,1,-0.0541713049401865
"1223-001",37,6,0,-13.7993,33.8589,0,9,19,33,0,0,0,0,49,0,0,1,0,0,0,0,-0.345495163361213
"1224-003",41,6,0,-13.8674,33.8281,1,10,15,33,0,0,0,0,28,0,1,1,0,0,0,0,-0.937514550464697
"1225-001",108,8,0,-13.048482,33.501362,0,3,4,41,1,0,0,0,37,0,1,0,1,2,0,0,0.867790537207027
"1226-001",36,6,23,-13.8674,33.8281,0,11,14,14,0,0,0,0,35,0,1,1,1,1,1,1,-0.345495163361213
"1227-001",10,3,0,-13.7993,33.8589,0,9,18,37,0,0,0,0,28,0,0,1,0,0,0,0,-0.345495163361213
"1227-002",56,6,0,-13.325499,33.874914,3,6,55,43,0,1,0,0,45,0,0,1,1,2,0,0,1.02707359864008
"1228-001",64,8,7,-13.8674,33.8281,0,12,14,20,0,0,0,0,33,0,1,1,1,1,0,0,-0.345495163361213
"1229-001",26,7,0,-13.7993,33.8589,0,9,19,33,0,0,0,0,34,0,0,1,0,0,0,0,-0.937514550464697
"1230-001",75,7,6,-13.8674,33.8281,0,11,14,20,0,0,0,0,54,0,1,0,1,5,1,1,1.45980992431051
"1230-003",96,8,0,-13.787469,32.908521,2,8,97,55,1,0,0,0,35,1,1,0,1,3,1,1,3.58046728458813
"1231-001",38,7,0,-13.7993,33.8589,0,9,18,14,0,0,0,0,45,0,1,0,1,1,0,0,-0.0541713049401865
"1231-002",48,6,1,-13.9147,33.770935,2,7,8,0,0,0,0,0,34,0,1,1,0,0,1,1,-0.937514550464697
"1231-003",36.5,5,4,-13.7993,33.8589,1,9,18,10,0,0,0,0,81,0,0,1,0,0,1,1,-0.937514550464697
"1233-001",52,7,0,-13.7993,33.8589,0,9,19,33,0,0,0,0,48,0,0,0,1,2,1,1,-0.0541713049401865
"1234-001",47,6,0,-13.8674,33.8281,0,12,14,16,0,0,0,0,25,0,0,0,0,0,1,1,-0.345495163361213
"1235-001",23,3,0,-13.7993,33.8589,1,9,19,35,0,0,0,0,85,0,0,0,0,0,1,1,-0.937514550464697
"1236-001",43,7,0,-13.8674,33.8281,0,11,14,14,0,0,0,0,37,0,1,0,1,1,1,1,-0.0541713049401865
"1237-001",35,5,0,-13.7993,33.8589,0,10,17,14,0,0,0,0,47,0,1,1,0,0,0,0,-0.345495163361213
"1237-002",64,8,0,-13.7993,33.8589,0,9,19,33,0,0,0,0,43,1,0,1,0,0,0,0,-0.345495163361213
"1238-001",85,8,0,-13.8674,33.8281,1,11,13,18,0,0,0,0,33,0,1,0,1,1,1,1,-0.0541713049401865
"1239-001",30.5,6,3,-13.7993,33.8589,1,9,19,35,0,0,0,0,52,0,0,1,1,1,0,0,-0.345495163361213
"1239-003",32,3,0,-13.7993,33.8589,1,9,19,35,0,0,0,0,30,0,0,1,0,0,0,0,-0.345495163361213
"1240-001",34,5,0,-13.8674,33.8281,0,12,14,16,0,0,0,0,33,0,1,0,0,0,1,1,-0.937514550464697
"1241-001",30,4,0,-13.7993,33.8589,0,9,18,22,0,0,0,0,38,1,1,1,0,0,0,0,-0.937514550464697
"1241-004",59,7,1,-13.148034,33.392864,11,17,19,10,0,1,0,0,23,0,1,0,1,1,1,1,-0.937514550464697
"1242-001",30,6,9,-14.1601,34.0345,0,12,30,22,0,0,0,0,32,0,0,0,1,1,1,1,-0.0541713049401865
"1243-001",14,1,0,-13.7993,33.8589,0,9,19,33,0,0,0,0,67,0,0,1,0,0,1,1,-0.0541713049401865
"1244-001",32,6,0,-14.1601,34.0345,5,16,35,14,0,0,0,0,34,0,1,1,1,2,0,0,-0.0541713049401865
"1245-001",27.5,6,0,-13.7993,33.8589,0,11,14,22,0,0,0,0,25,1,0,0,1,1,1,1,-0.937514550464697
"1245-002",28.5,5,11,-13.7993,33.8589,0,9,18,35,0,0,0,0,66,0,0,1,0,0,0,0,-0.937514550464697
"1245-005",68,8,0,-13.692371,33.757986,0,4,37,26,0,0,0,0,22,0,0,1,0,0,1,1,-0.345495163361213
"1246-001",65,8,0,-14.1601,34.0345,5,16,35,2,0,0,0,0,45,0,0,1,1,1,0,0,-0.0541713049401865
"1246-010",67,8,0,-14.1601,34.0345,6,16,35,8,0,0,0,0,20,0,0,1,0,0,0,0,-0.64619069204367
"1247-001",37,4,6,-13.7993,33.8589,0,9,19,33,0,0,0,0,42,0,0,1,1,1,0,0,-0.0541713049401865
"1248-001",29,4,14,-14.1601,34.0345,6,16,36,0,0,0,0,0,24,0,0,1,0,0,0,0,-0.64619069204367
"1249-001",112,8,0,-13.871859,33.773581,3,8,11,10,0,0,0,0,41,0,1,0,1,4,1,1,4.17983885230794
"1249-002",44,7,0,-14.096924,33.580106,9,5,26,6,0,1,0,0,36,1,0,1,0,0,0,0,-0.345495163361213
"1250-001",36.5,7,0,-14.1601,34.0345,4,16,34,12,0,0,0,0,80,1,0,1,1,1,0,0,-0.937514550464697
"1251-001",26,5,24,-14.1045,34.0018,1,11,29,2,0,0,0,0,67,1,0,1,0,0,0,0,-0.937514550464697
"1252-001",37,6,0,-14.1601,34.0345,5,16,35,2,0,0,0,0,38,1,0,1,1,1,0,0,-0.64619069204367
"1253-001",52.5,5,0,-14.1045,34.0018,2,14,32,33,0,0,0,0,38,0,0,1,1,1,0,0,-0.0541713049401865
"1253-002",50,7,6,-14.1045,34.0018,3,9,27,8,0,0,0,0,33,0,0,1,0,0,0,0,-0.345495163361213
"1254-001",35.5,5,6,-14.1601,34.0345,3,14,32,22,0,0,0,0,41,0,0,1,1,1,0,0,-0.0541713049401865
"1255-001",34,6,0,-14.1045,34.0018,0,10,28,0,0,0,0,0,72,0,0,1,0,0,0,0,-0.937514550464697
"1256-001",21,2,20,-14.1601,34.0345,5,16,34,12,0,0,0,0,48,0,0,1,0,0,0,0,-0.0541713049401865
"1256-003",27.5,5,19,-14.1601,34.0345,5,16,35,10,0,0,0,0,32,0,0,1,0,0,0,0,-0.937514550464697
"1256-004",21,2,18,-14.1601,34.0345,5,16,34,12,0,0,0,0,25,0,0,1,0,0,0,0,-0.937514550464697
"1257-001",43,4,14,-14.1045,34.0018,1,10,28,4,0,0,0,0,46,0,1,1,0,0,1,1,-0.345495163361213
"1258-001",30,6,0,-14.1601,34.0345,5,16,34,10,0,0,0,0,42,0,0,1,0,0,1,1,-0.0541713049401865
"1260-002",38.5,7,13,-14.15186,33.87492,11,5,25,28,0,0,0,0,33,1,0,1,0,0,0,0,-0.345495163361213
"1261-001",24,3,34,-14.1045,34.0018,0,10,28,2,0,0,0,0,45,0,0,1,0,0,0,0,-0.64619069204367
"1261-007",38.5,6,17,-14.1045,34.0018,0,10,28,2,0,0,0,0,22,0,0,1,0,0,0,0,-0.937514550464697
"1262-002",39,7,10,-14.211998,33.93085,14,11,32,37,0,0,0,0,33,1,0,1,1,1,0,0,-0.64619069204367
"1263-001",33.5,6,3,-14.1045,34.0018,1,10,28,4,0,0,0,0,54,0,0,1,0,0,1,1,-0.937514550464697
"1263-003",56,7,0,-14.170676,33.934545,11,9,28,0,0,0,0,0,32,0,0,1,1,1,0,0,-0.0541713049401865
"1263-005",39,6,0,-14.1045,34.0018,0,10,28,4,0,0,0,0,21,0,0,1,0,0,0,0,-0.937514550464697
"1264-001",58,6,1,-13.956523,34.076499,18,5,32,18,0,0,0,0,39,0,1,0,1,3,1,1,-0.0541713049401865
"1265-001",35,6,18,-14.1045,34.0018,0,10,28,2,0,0,0,0,38,0,1,1,0,0,0,0,-0.937514550464697
"1266-001",43.5,4,6,-14.1601,34.0345,5,16,35,10,0,0,0,0,65,1,0,1,0,0,0,0,-0.937514550464697
"1267-001",27.5,5,11,-14.1045,34.0018,1,10,28,4,0,0,0,0,34,0,0,1,0,0,0,0,-0.937514550464697
"1268-001",37,6,0,-14.1601,34.0345,5,16,34,12,0,0,0,0,33,0,1,1,1,2,1,1,-0.0541713049401865
"1268-006",84,8,0,-14.083444,33.979834,2,7,25,8,0,0,0,0,20,0,0,0,1,1,0,0,-0.345495163361213
"1269-002",45.5,7,4,-14.1045,34.0018,1,10,28,14,0,0,0,0,48,0,0,1,0,0,0,0,-0.345495163361213
"1270-001",62,7,1,-14.1601,34.0345,5,16,34,12,0,0,0,0,28,0,1,1,0,0,0,0,-0.937514550464697
"1271-002",26,5,0,-14.1045,34.0018,0,10,28,2,0,0,0,0,57,1,0,1,0,0,1,1,-0.937514550464697
"1272-001",29,5,11,-14.1601,34.0345,5,16,34,12,0,0,0,0,51,0,0,1,0,0,0,0,-0.937514550464697
"1272-003",36,6,0,-14.1601,34.0345,5,16,34,12,0,0,0,0,31,0,0,1,1,1,0,0,-0.64619069204367
"1273-001",47,6,0,-14.1045,34.0018,0,10,28,2,0,0,0,0,28,0,0,1,0,0,0,0,-0.937514550464697
"1273-005",32,5,0,-14.1045,34.0018,1,10,28,4,0,0,0,0,22,0,0,1,0,0,0,0,-0.937514550464697
"1274-001",76,7,1,-14.033,33.5159,1,5,26,14,0,0,0,0,37,0,1,1,1,2,0,0,-0.0541713049401865
"1274-005",71.5,8,2,-14.033,33.5159,0,5,27,18,0,0,0,0,25,0,1,1,0,0,0,0,-0.64619069204367
"1275-001",33,3,5,-14.1045,34.0018,0,10,28,2,0,0,0,0,82,0,0,1,0,0,0,0,-0.937514550464697
"1276-001",38,6,0,-14.033,33.5159,0,5,27,18,0,0,0,0,58,0,0,0,0,0,1,1,-0.0541713049401865
"1276-006",59,8,0,-13.457413,33.613864,0,0,46,20,1,0,0,0,21,1,1,0,1,1,1,1,-0.937514550464697
"1278-001",88,8,0,-14.033,33.5159,0,5,26,28,0,0,0,0,42,0,0,1,1,2,1,1,4.17983885230794
"1278-003",36,5,0,-14.033,33.5159,0,5,26,28,0,0,0,0,23,0,1,1,0,0,0,0,-0.937514550464697
"1279-001",34.5,6,0,-14.1045,34.0018,1,10,28,4,0,0,0,0,77,0,0,0,0,0,1,1,-0.937514550464697
"1280-001",36.5,6,10,-14.033,33.5159,0,4,27,10,0,0,0,0,53,1,0,1,0,0,0,0,-0.937514550464697
