fid,field_1,ea_id,lat_modified,lon_modified,FNID,EFF_YEAR,COUNTRY,LZNUM,LZCODE,LZNAMEEN,LZNAMEFR,LZNAMESP,LZNAMEPT,CLASS
436,1050,3040007,2.8372333,32.530605,UG2011L117,2011,UG,17,UG17,Amuru Gulu Rice Groundnut Sorghum Livestock Zone,,,,AS11
437,1051,3040007,2.8601561,32.431343,UG2011L117,2011,UG,17,UG17,Amuru Gulu Rice Groundnut Sorghum Livestock Zone,,,,AS11
438,1053,3040007,2.7910964,32.414722,UG2011L117,2011,UG,17,UG17,Amuru Gulu Rice Groundnut Sorghum Livestock Zone,,,,AS11
439,1054,3040007,2.7868857,32.41127,UG2011L117,2011,UG,17,UG17,Amuru Gulu Rice Groundnut Sorghum Livestock Zone,,,,AS11
440,1055,3040007,2.9133444,32.173874,UG2011L117,2011,UG,17,UG17,Amuru Gulu Rice Groundnut Sorghum Livestock Zone,,,,AS11
441,1056,3040007,2.8368402,32.407825,UG2011L117,2011,UG,17,UG17,Amuru Gulu Rice Groundnut Sorghum Livestock Zone,,,,AS11
442,1057,3040009,2.9591613,32.233006,UG2011L117,2011,UG,17,UG17,Amuru Gulu Rice Groundnut Sorghum Livestock Zone,,,,AS11
443,1058,3040009,2.8187466,32.280212,UG2011L117,2011,UG,17,UG17,Amuru Gulu Rice Groundnut Sorghum Livestock Zone,,,,AS11
444,1059,3040009,2.9807546,32.311844,UG2011L117,2011,UG,17,UG17,Amuru Gulu Rice Groundnut Sorghum Livestock Zone,,,,AS11
445,1060,3040009,2.9456139,32.203411,UG2011L117,2011,UG,17,UG17,Amuru Gulu Rice Groundnut Sorghum Livestock Zone,,,,AS11
446,1061,3040009,2.8757215,32.37756,UG2011L117,2011,UG,17,UG17,Amuru Gulu Rice Groundnut Sorghum Livestock Zone,,,,AS11
447,1132,3160016,2.8470595,32.124928,UG2011L117,2011,UG,17,UG17,Amuru Gulu Rice Groundnut Sorghum Livestock Zone,,,,AS11
448,1718,NA,2.7614629,32.235958,UG2011L117,2011,UG,17,UG17,Amuru Gulu Rice Groundnut Sorghum Livestock Zone,,,,AS11
449,1725,NA,2.9476149,32.269848,UG2011L117,2011,UG,17,UG17,Amuru Gulu Rice Groundnut Sorghum Livestock Zone,,,,AS11
450,1726,NA,2.960376,32.264206,UG2011L117,2011,UG,17,UG17,Amuru Gulu Rice Groundnut Sorghum Livestock Zone,,,,AS11
451,1727,NA,2.7855411,32.399662,UG2011L117,2011,UG,17,UG17,Amuru Gulu Rice Groundnut Sorghum Livestock Zone,,,,AS11
452,1729,NA,2.8601561,32.431343,UG2011L117,2011,UG,17,UG17,Amuru Gulu Rice Groundnut Sorghum Livestock Zone,,,,AS11
453,1731,NA,2.791096,32.414722,UG2011L117,2011,UG,17,UG17,Amuru Gulu Rice Groundnut Sorghum Livestock Zone,,,,AS11
454,1732,NA,2.786886,32.41127,UG2011L117,2011,UG,17,UG17,Amuru Gulu Rice Groundnut Sorghum Livestock Zone,,,,AS11
455,1733,NA,2.9133439,32.173874,UG2011L117,2011,UG,17,UG17,Amuru Gulu Rice Groundnut Sorghum Livestock Zone,,,,AS11
456,1734,NA,2.8368399,32.407825,UG2011L117,2011,UG,17,UG17,Amuru Gulu Rice Groundnut Sorghum Livestock Zone,,,,AS11
457,1735,3040009,2.818747,32.280212,UG2011L117,2011,UG,17,UG17,Amuru Gulu Rice Groundnut Sorghum Livestock Zone,,,,AS11
458,1736,NA,2.818747,32.280212,UG2011L117,2011,UG,17,UG17,Amuru Gulu Rice Groundnut Sorghum Livestock Zone,,,,AS11
459,1737,NA,2.9807539,32.311844,UG2011L117,2011,UG,17,UG17,Amuru Gulu Rice Groundnut Sorghum Livestock Zone,,,,AS11
460,1738,NA,2.8757219,32.37756,UG2011L117,2011,UG,17,UG17,Amuru Gulu Rice Groundnut Sorghum Livestock Zone,,,,AS11
461,1739,NA,2.7501891,32.269863,UG2011L117,2011,UG,17,UG17,Amuru Gulu Rice Groundnut Sorghum Livestock Zone,,,,AS11
462,1823,NA,2.847059,32.124928,UG2011L117,2011,UG,17,UG17,Amuru Gulu Rice Groundnut Sorghum Livestock Zone,,,,AS11
463,274,21110003,1.7442116,33.049633,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
464,326,21110003,1.7660531,33.023891,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
465,356,30230008,2.4246013,32.851692,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
466,359,30230016,1.8348341,32.384174,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
467,360,30230035,2.2086906,32.881786,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
468,368,30710005,2.3958466,32.513023,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
469,369,30710007,2.5273814,33.20089,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
470,370,30730017,2.204746,33.174091,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
471,371,30730022,2.1886168,33.116344,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
472,380,30730009,1.9823594,33.055092,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
473,381,30730009,1.9922259,32.804718,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
474,383,30730009,2.330128,33.039772,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
475,427,30210002,2.1548195,32.699387,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
476,428,30210002,1.9787139,32.529621,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
477,429,30210002,2.1176836,32.535301,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
478,436,30230003,1.9681982,32.568344,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
479,437,30230005,2.4294598,32.890602,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
480,442,30230010,2.147052,32.650845,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
481,443,30230013,1.8856628,32.408627,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
482,444,30230013,2.0255947,32.717419,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
483,445,30230013,2.2920091,32.719528,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
484,446,30230013,1.8503481,32.70787,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
485,447,30230013,2.299222,32.722084,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
486,450,30230018,2.0334122,32.832584,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
487,451,30230035,2.1740265,32.616127,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
488,452,30230035,1.9053348,32.371994,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
489,453,30230035,1.746609,32.167084,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
490,454,30230013,2.0951893,32.413345,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
491,459,30710005,2.4909246,32.73753,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
492,461,30730012,2.3161631,32.940353,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
493,463,30730018,2.1221213,33.191463,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
494,467,30230030,2.152029,32.529922,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
495,468,30230030,1.8964285,32.663452,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
496,482,30410002,1.9975837,32.542484,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
497,509,30710002,2.3605235,33.213024,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
498,510,30710005,2.4807937,33.063114,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
499,511,30710005,2.4742808,32.719746,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
500,512,30710005,2.4937809,32.784485,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
501,513,30710007,2.2165098,32.889805,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
502,514,30710007,2.5214634,33.203568,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
503,515,30730012,2.5860641,32.698006,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
504,516,30730012,2.3280036,33.262554,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
505,517,30730017,1.8266933,32.481422,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
506,519,30730018,2.1135914,33.117699,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
507,521,30730020,2.3731265,33.03434,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
508,522,30730020,2.4271593,33.041939,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
509,523,30730020,2.4086375,33.064617,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
510,524,30730020,2.4345629,33.06321,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
511,525,30730022,2.295686,33.007851,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
512,526,30730023,2.1117804,33.104233,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
513,527,30730023,2.120836,33.133457,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
514,528,30730023,2.1375546,33.207504,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
515,529,30730025,2.3111358,32.984913,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
516,530,30730025,2.2230475,32.862656,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
517,574,30730009,2.3119683,33.009991,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
518,575,30730009,2.3406916,33.0564,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
519,576,30730009,2.3238599,33.001945,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
520,577,30730010,1.9999945,33.240932,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
521,578,30730011,2.2116356,32.873421,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
522,579,30730011,1.7795825,33.039524,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
523,600,30230023,2.3648579,32.603275,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
524,945,2110003,1.7442116,33.049633,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
525,1004,3020008,2.4246013,32.851692,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
526,1005,3020035,1.9053348,32.371994,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
527,1007,3070022,2.1886168,33.116344,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
528,1012,3020002,2.1548195,32.699387,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
529,1013,3020002,1.9787139,32.529621,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
530,1014,3020002,2.1176836,32.535301,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
531,1017,3020003,1.9681982,32.568344,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
532,1018,3020005,2.4294598,32.890602,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
533,1022,3020010,2.147052,32.650845,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
534,1023,3020013,1.8856628,32.408627,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
535,1024,3020013,2.0255947,32.717419,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
536,1025,3020013,2.2920091,32.719528,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
537,1026,3020013,1.8503481,32.70787,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
538,1027,3020013,2.299222,32.722084,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
539,1029,3020016,1.8348341,32.384174,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
540,1030,3020018,2.0334122,32.832584,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
541,1031,3020035,2.1740265,32.616127,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
542,1032,3020035,1.746609,32.167084,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
543,1073,3070002,2.3605235,33.213024,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
544,1074,3070005,2.4807937,33.063114,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
545,1076,3070005,2.4742808,32.719746,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
546,1077,3070005,2.4937809,32.784485,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
547,1078,3070007,2.2165098,32.889805,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
548,1079,3070007,2.5214634,33.203568,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
549,1080,3070007,2.5273814,33.20089,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
550,1081,3070012,2.5860641,32.698006,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
551,1082,3070012,2.3161631,32.940353,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
552,1083,3070012,2.3280036,33.262554,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
553,1084,3070017,2.204746,33.174091,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
554,1085,3070018,2.1221213,33.191463,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
555,1086,3070018,2.1135914,33.117699,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
556,1088,3070020,2.3731265,33.03434,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
557,1089,3070020,2.4086375,33.064617,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
558,1090,3070020,2.4345629,33.06321,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
559,1091,3070022,2.295686,33.007851,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
560,1092,3070023,2.1117804,33.104233,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
561,1093,3070023,2.120836,33.133457,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
562,1094,3070023,2.1375546,33.207504,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
563,1095,3070025,2.3111358,32.984913,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
564,1133,3170009,1.9823594,33.055092,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
565,1134,3170009,2.3119683,33.009991,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
566,1135,3170009,2.3406916,33.0564,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
567,1136,3170009,2.3238599,33.001945,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
568,1137,3170009,2.330128,33.039772,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
569,1138,3170010,1.9999945,33.240932,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
570,1139,3170011,1.7795825,33.039524,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
571,1159,3210023,2.3648579,32.603275,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
572,1163,3210030,2.152029,32.529922,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
573,1677,NA,2.154819,32.699387,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
574,1678,3020002,1.978714,32.529621,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
575,1679,NA,2.1176839,32.535301,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
576,1680,NA,1.978714,32.529621,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
577,1683,NA,1.9681979,32.568344,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
578,1685,3020005,2.42946,32.890602,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
579,1686,NA,2.42946,32.890602,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
580,1691,3020008,2.4246011,32.851692,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
581,1692,NA,2.4246011,32.851692,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
582,1693,NA,2.147052,32.650845,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
583,1694,3020013,2.0255949,32.717419,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
584,1695,NA,1.850348,32.70787,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
585,1696,NA,2.299222,32.722084,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
586,1697,NA,2.1421349,32.795052,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
587,1698,NA,2.2329781,32.752899,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
588,1699,3020016,1.834834,32.384174,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
589,1702,3020035,1.9053349,32.371998,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
590,1703,NA,1.746609,32.167084,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
591,1704,NA,1.9053349,32.371998,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
592,1722,NA,1.997584,32.542484,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
593,1751,NA,2.13855,33.224125,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
594,1752,NA,2.360523,33.213024,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
595,1753,NA,2.480794,33.063114,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
596,1755,NA,2.4742811,32.719746,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
597,1756,NA,2.483402,32.722294,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
598,1758,3070007,2.2165101,32.889805,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
599,1759,NA,2.5214641,33.203568,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
600,1760,NA,2.5273809,33.20089,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
601,1761,NA,2.2165101,32.889805,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
602,1762,NA,2.5860641,32.698006,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
603,1763,NA,2.3161631,32.940353,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
604,1764,NA,2.204746,33.174091,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
605,1765,NA,1.8266931,32.481422,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
606,1766,3070018,2.1221211,33.191463,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
607,1767,NA,2.113591,33.117699,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
608,1769,NA,2.104635,33.105053,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
609,1770,NA,2.408637,33.064617,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
610,1771,NA,2.4271591,33.041939,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
611,1772,NA,2.4345629,33.06321,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
612,1773,3070022,2.188617,33.116344,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
613,1774,NA,2.188617,33.116344,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
614,1775,NA,2.295686,33.007851,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
615,1776,3070023,2.1117799,33.104233,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
616,1777,NA,2.120836,33.133457,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
617,1778,NA,2.1375549,33.2075,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
618,1779,3070025,2.311136,32.984913,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
619,1824,3070009,1.9823591,33.055092,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
620,1825,NA,2.149806,33.003098,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
621,1826,NA,2.340692,33.0564,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
622,1827,NA,2.3238599,33.001945,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
623,1828,NA,2.330128,33.039772,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
624,1829,NA,2.2370319,32.876263,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
625,1830,3070010,1.999994,33.240932,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
626,1831,NA,1.999994,33.240932,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
627,1832,3070011,1.779582,33.039524,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
628,1833,NA,1.779582,33.039524,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
629,1861,3020023,2.3648579,32.603275,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
630,1862,NA,2.3648579,32.603275,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
631,1868,3020030,2.152029,32.529922,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
632,1869,NA,2.152029,32.529922,UG2011L118,2011,UG,18,UG18,Mid North Simsim Maize Cassava Zone,,,,AN02
633,365,30430014,2.5423877,32.327698,UG2011L119,2011,UG,19,UG19,Southwest Gulu Beans Groundnuts Shoat Cassava,,,,AN01
634,499,30430014,2.5053058,32.383907,UG2011L119,2011,UG,19,UG19,Southwest Gulu Beans Groundnuts Shoat Cassava,,,,AN01
635,603,30230028,2.4464111,32.282578,UG2011L119,2011,UG,19,UG19,Southwest Gulu Beans Groundnuts Shoat Cassava,,,,AN01
636,1062,3040014,2.5053058,32.383907,UG2011L119,2011,UG,19,UG19,Southwest Gulu Beans Groundnuts Shoat Cassava,,,,AN01
637,1162,3210028,2.4464111,32.282578,UG2011L119,2011,UG,19,UG19,Southwest Gulu Beans Groundnuts Shoat Cassava,,,,AN01
638,1740,3040014,2.505306,32.383907,UG2011L119,2011,UG,19,UG19,Southwest Gulu Beans Groundnuts Shoat Cassava,,,,AN01
639,1741,NA,2.505306,32.383907,UG2011L119,2011,UG,19,UG19,Southwest Gulu Beans Groundnuts Shoat Cassava,,,,AN01
640,1867,NA,2.4464109,32.282578,UG2011L119,2011,UG,19,UG19,Southwest Gulu Beans Groundnuts Shoat Cassava,,,,AN01
641,354,30230005,2.600708,32.850159,UG2011L121,2011,UG,21,UG21,South Kitgum Pader Abim Simsim Groundnuts Sorghum Cattle Zone,,,,AN11
642,355,30230005,2.5425191,32.88744,UG2011L121,2011,UG,21,UG21,South Kitgum Pader Abim Simsim Groundnuts Sorghum Cattle Zone,,,,AN11
643,375,30930001,3.1938756,32.850636,UG2011L121,2011,UG,21,UG21,South Kitgum Pader Abim Simsim Groundnuts Sorghum Cattle Zone,,,,AN11
644,435,30230003,2.5612059,32.940903,UG2011L121,2011,UG,21,UG21,South Kitgum Pader Abim Simsim Groundnuts Sorghum Cattle Zone,,,,AN11
645,438,30230005,2.6047065,32.862572,UG2011L121,2011,UG,21,UG21,South Kitgum Pader Abim Simsim Groundnuts Sorghum Cattle Zone,,,,AN11
