ea_id,FS_year,lat_modified,lon_modified,FNID
3504002,2013,-2.479921113,32.91644974,TZ2009L126
7104136,2013,-2.549912079,32.90771059,TZ2009L126
7104145,2013,-2.519383183,32.91943833,TZ2009L126
16230013,2013,-2.527403277,32.90143928,TZ2009L126
17401312,2013,-2.490361613,32.92668468,TZ2009L126
17712001,2012,-2.556601028,32.93932398,TZ2009L126
17808305,2013,-2.389468924,32.96911263,TZ2009L126
18214005,2013,-1.527301647,33.7956156,TZ2009L126
18611001,2013,-2.555122703,32.94698144,TZ2009L126
18611001,2013,-2.493466759,32.89879079,TZ2009L126
19111005,2013,-2.495506637,32.90844627,TZ2009L126
19227012,2012,-2.578885182,33.45016518,TZ2009L126
19227012,2013,-2.578885182,33.45016518,TZ2009L126
19227012,2013,-1.565934522,33.93588507,TZ2009L126
19302076,2013,-2.237705024,33.84904751,TZ2009L126
19302076,2013,-2.580779433,32.90281108,TZ2009L126
19307058,2012,-2.550761328,32.94613742,TZ2009L126
19307058,2012,-2.403409288,32.10560023,TZ2009L126
19307058,2012,-2.402820822,32.06619107,TZ2009L126
19307058,2012,-2.413326256,32.07908204,TZ2009L126
19307058,2012,-2.435826211,32.14034043,TZ2009L126
19307058,2012,-2.540445365,32.93683145,TZ2009L126
19517001,2012,-2.397509339,32.08141829,TZ2009L126
19604003,2013,-2.630607363,31.96993242,TZ2009L126
19604003,2013,-2.531612787,32.01434766,TZ2009L126
19604003,2013,-2.589911617,32.9161698,TZ2009L126
19604003,2013,-2.52723851,32.02000306,TZ2009L126
19621004,2013,-2.52571429,32.90868177,TZ2009L126
19628005,2013,-1.531786093,33.85238882,TZ2009L126
19707005,2012,-2.809628302,33.00349003,TZ2009L126
19707005,2013,-2.809628302,33.00349003,TZ2009L126
19707005,2012,-2.808134403,32.9509877,TZ2009L126
19804321,2013,-2.493273766,32.91048007,TZ2009L126
19806003,2012,-2.427759385,32.94540676,TZ2009L126
19806003,2013,-2.548306141,32.68824954,TZ2009L126
20511003,2013,-1.511171956,33.77140729,TZ2009L126
2.50108E+11,2015,-2.555948458,32.13414539,TZ2009L126
1.90517E+11,2014,-2.36019155,32.20269771,TZ2009L126
1.90602E+11,2014,-2.532659426,32.93905303,TZ2009L126
2.40506E+11,2015,-2.373944017,33.6127491,TZ2009L126
2.50101E+11,2015,-2.743856337,32.03983511,TZ2009L126
2.00509E+11,2015,-1.500693859,33.80962438,TZ2009L126
2.00602E+11,2015,-1.298843377,33.99187767,TZ2009L126
1.90306E+11,2015,-2.507489389,32.90219798,TZ2009L126
1.90509E+11,2015,-2.828391366,32.81970207,TZ2009L126
1.90606E+11,2015,-2.480425878,32.90738327,TZ2009L126
2.40506E+11,2015,-2.329541915,33.66655989,TZ2009L126
18305002,2010,-1.639670014,31.7208004,TZ2009L127
18305002,2011,-1.639670014,31.7208004,TZ2009L127
18611001,2010,-1.339450002,31.78771973,TZ2009L127
18611001,2011,-1.339450002,31.78771973,TZ2009L127
7116357,2013,-1.326755411,31.80693283,TZ2009L127
7116454,2013,-1.829220256,31.69309904,TZ2009L127
18231002,2013,-1.2986369,31.82093747,TZ2009L127
18305002,2012,-1.639668584,31.72080078,TZ2009L127
18305002,2012,-1.683908458,31.71523283,TZ2009L127
18305002,2012,-1.292435378,31.83905221,TZ2009L127
18305002,2012,-1.308883114,31.8069429,TZ2009L127
18305002,2012,-1.614071744,31.7477907,TZ2009L127
18305002,2013,-1.639668584,31.72080078,TZ2009L127
18313006,2013,-2.030075994,31.55426446,TZ2009L127
18611001,2012,-1.339452262,31.78772018,TZ2009L127
18611001,2013,-1.339452262,31.78772018,TZ2009L127
18611001,2013,-1.377781919,31.80402398,TZ2009L127
19604003,2013,-2.373148392,31.72534207,TZ2009L127
19628005,2013,-2.32694351,31.73345451,TZ2009L127
2.50501E+11,2015,-2.365001766,31.7722719,TZ2009L127
1.80308E+11,2014,-1.680202103,31.72050734,TZ2009L127
1.80205E+11,2015,-1.261614267,31.85183296,TZ2009L127
1.80605E+11,2015,-1.315337448,31.81735363,TZ2009L127
16221001,2011,-4.636630058,29.83929062,TZ2009L128
16303002,2011,-4.713200092,29.76646996,TZ2009L128
18109001,2010,-1.498550057,31.07673073,TZ2009L128
18109001,2011,-1.498550057,31.07673073,TZ2009L128
18118003,2011,-1.814229965,30.94354057,TZ2009L128
18127001,2010,-1.058779955,30.69701004,TZ2009L128
18203003,2011,-1.213009953,31.4639492,TZ2009L128
18214005,2010,-1.213420033,31.66550064,TZ2009L128
18214005,2011,-1.213420033,31.66550064,TZ2009L128
18231002,2011,-1.338500023,31.68468094,TZ2009L128
18313006,2011,-2.057960033,31.45509911,TZ2009L128
18331002,2010,-1.570909977,31.67204094,TZ2009L128
18331002,2011,-1.570909977,31.67204094,TZ2009L128
18514003,2011,-2.491209984,30.5842495,TZ2009L128
20117005,2011,-1.324779987,34.35496902,TZ2009L128
7109102,2012,-1.174007433,31.64994936,TZ2009L128
7201125,2013,-1.502491046,30.84706022,TZ2009L128
16101320,2013,-4.586079337,30.08656122,TZ2009L128
16202003,2013,-4.595605771,30.0876115,TZ2009L128
16221001,2013,-4.636626706,29.83929214,TZ2009L128
